target,    dr2id,    dr3id
Kepler-852 , Gaia DR2 2086727319810829440 , Gaia DR3 2086727319810829440
WASP-174 , Gaia DR2 6139403450370668800 , Gaia DR3 6139403450370668800
EPIC 206024342 , Gaia DR2 6839540362940861568 , Gaia DR3 6839540362940861568
K2-393 , Gaia DR2 2651117427299894656 , Gaia DR3 2651117427299894656
Kepler-756 , Gaia DR2 2101594538086364032 , Gaia DR3 2101594538086364032
Kepler-649 , Gaia DR2 2106384010732717184 , Gaia DR3 2106384010732717184
Kepler-1352 , Gaia DR2 2129527974583414400 , Gaia DR3 2129527974583414400
Kepler-1661 , Gaia DR2 2104078025612319360 , Gaia DR3 2104078025612319360
Kepler-568 , Gaia DR2 2086543048537237760 , Gaia DR3 2086543048537237760
TOI-1221 , Gaia DR2 5282270089967734912 , Gaia DR3 5282270085669557504
Kepler-513 , Gaia DR2 2132325200882204544 , Gaia DR3 2132325200882204544
TOI-261 , Gaia DR2 2345033662373296768 , Gaia DR3 2345033662373296768
Kepler-1167 , Gaia DR2 2086441721667415424 , Gaia DR3 2086441721667415424
CT Cha , Gaia DR2 5201360671411974912 , Gaia DR3 5201360671411974912
TOI-6255 , Gaia DR2 1956328333130770048 , Gaia DR3 1956328333130770048
HD 87646 , Gaia DR2 623313901995781632 , Gaia DR3 623313901995781632
Qatar 6 , Gaia DR2 1265513389372846848 , Gaia DR3 1265513389372846848
KOI-984 , None , None
SR 12 AB , None , None
Kepler-1185 , Gaia DR2 2100408508633587712 , Gaia DR3 2100408508633587712
TOI-3688 A , None , None
K2-253 , Gaia DR2 3584368019189709952 , Gaia DR3 3584368019189709952
Kepler-493 , Gaia DR2 2076166029596100224 , Gaia DR3 2076166029596100224
Kepler-345 , Gaia DR2 2080067749681845504 , Gaia DR3 2080067749681845504
OGLE-2018-BLG-0567L , None , None
TOI-2485 , Gaia DR2 1443530261848942336 , Gaia DR3 1443530266145475840
Kepler-1529 , Gaia DR2 2101410850923823488 , Gaia DR3 2101410850923823488
KIC 10068024 , Gaia DR2 2127798958189867392 , Gaia DR3 2127798958189867392
Kepler-1128 , Gaia DR2 2053124285963894784 , Gaia DR3 2053124285963894784
TOI-2981 , None , Gaia DR3 5458258092906639232
Kepler-976 , Gaia DR2 2127721958016074368 , Gaia DR3 2127721958016074368
Kepler-1463 , Gaia DR2 2077536673917322368 , Gaia DR3 2077536673917322368
Kepler-1290 , Gaia DR2 2126110795526604928 , Gaia DR3 2126110795526604928
Kepler-893 , Gaia DR2 2105847174181385600 , Gaia DR3 2105847174181385600
HD 100655 , Gaia DR2 3979226627820659072 , Gaia DR3 3979226627820659072
Kepler-446 , Gaia DR2 2106929849536047744 , Gaia DR3 2106929849536047744
HD 60292 , Gaia DR2 1095822117729707264 , Gaia DR3 1095822117729707264
Kepler-1790 , Gaia DR2 2080062664440262784 , Gaia DR3 2080062664440262784
SWEEPS-4 , None , None
TOI-1451 , Gaia DR2 1581799694493008384 , Gaia DR3 1581799694493008384
Kepler-547 , Gaia DR2 2106279179170588288 , Gaia DR3 2106279179170588288
NGTS-23 , Gaia DR2 4816462091938129408 , Gaia DR3 4816462091938129408
HR 5183 , Gaia DR2 3721126409323324416 , Gaia DR3 3721126409323324416
Kepler-1854 , Gaia DR2 2099068444479581184 , Gaia DR3 2099068444479581184
TOI-6324 , None , None
Kepler-901 , Gaia DR2 2101525749889208576 , Gaia DR3 2101525749889208576
TOI-4641 , Gaia DR2 114340658009875072 , Gaia DR3 114340658009875072
Kepler-468 , Gaia DR2 2132666633603904256 , Gaia DR3 2132666633603904256
EPIC 201757695 , Gaia DR2 3813040874121398912 , Gaia DR3 3813040874121398912
K2-334 , Gaia DR2 610858393758591104 , Gaia DR3 610858393758591104
HD 190984 , Gaia DR2 6429295051154269440 , Gaia DR3 6429295051154269440
HD 100777 , Gaia DR2 3786035184916139136 , Gaia DR3 3786035184916139136
Wolf 1061 , Gaia DR2 4330690742322011520 , Gaia DR3 4330690742322011520
HATS-71 , Gaia DR2 4710594412266148352 , Gaia DR3 4710594412266148352
KMT-2016-BLG-0212L , None , None
Kepler-740 , Gaia DR2 2130544262626885120 , Gaia DR3 2130544262626885120
HD 28254 , Gaia DR2 4781553628548774656 , Gaia DR3 4781553628548774656
Kepler-338 , Gaia DR2 2104344141784539264 , Gaia DR3 2104344141784539264
Kepler-1343 , Gaia DR2 2135251791600414336 , Gaia DR3 2135251791600414336
TYC 8998-760-1 , Gaia DR2 5864061893213196032 , Gaia DR3 5864061893213196032
Kepler-998 , Gaia DR2 2086838576644246144 , Gaia DR3 2086838576644246144
HD 220842 , Gaia DR2 1997273733835247616 , Gaia DR3 1997273733835247616
Kepler-934 , Gaia DR2 2126835717285958912 , Gaia DR3 2126835717285958912
GJ 2030 , Gaia DR2 5168359139139252352 , Gaia DR3 5168359139139252352
HD 128356 , Gaia DR2 6223838830917236224 , Gaia DR3 6223838830917236224
HD 28678 , Gaia DR2 3282351760091020672 , Gaia DR3 3282351760091020672
Kepler-749 , Gaia DR2 2076090506891080704 , Gaia DR3 2076090506891080704
Kepler-1218 , Gaia DR2 2126191334752646016 , Gaia DR3 2126191334752646016
Kepler-1830 , Gaia DR2 2076662871411824128 , Gaia DR3 2076662871411824128
OGLE-TR-10 , Gaia DR2 4056443366649948160 , Gaia DR3 4056443366649948160
Kepler-506 , Gaia DR2 2103452266056715392 , Gaia DR3 2103452266056715392
Kepler-205 , Gaia DR2 2104076204545773440 , Gaia DR3 2104076204545773440
MOA-2009-BLG-319L , None , None
K2-255 , Gaia DR2 3682825883842696832 , Gaia DR3 3682825883842696832
Kepler-1697 , Gaia DR2 2102991776844251264 , Gaia DR3 2102991776844251264
TOI-1107 , Gaia DR2 5192364501633274880 , Gaia DR3 5192364501633274880
Kepler-1400 , Gaia DR2 2106444552591200768 , Gaia DR3 2106444552591200768
HD 202696 , Gaia DR2 1847742385838236416 , Gaia DR3 1847742385838236416
Kepler-372 , Gaia DR2 2129931942027348608 , Gaia DR3 2129931942027348608
Kepler-595 , Gaia DR2 2135237601028549888 , Gaia DR3 2135237601028549888
Kepler-1094 , Gaia DR2 2051937019565051520 , Gaia DR3 2051937019565051520
HD 231701 , Gaia DR2 4321678767076043264 , Gaia DR3 4321678767076043264
Kepler-244 , Gaia DR2 2102469921138142208 , Gaia DR3 2102469921138142208
Kepler-1930 , Gaia DR2 2073655432234604288 , Gaia DR3 2073655432234604288
Kepler-58 , Gaia DR2 2073274618947678464 , Gaia DR3 2073274618947678464
Kepler-1142 , Gaia DR2 2126342380162345344 , Gaia DR3 2126342380162345344
TOI-199 , Gaia DR2 4762582895440787712 , Gaia DR3 4762582895440787712
TOI-1246 , Gaia DR2 1650110904522335744 , Gaia DR3 1650110904522335744
Kepler-621 , Gaia DR2 2053067935992494848 , Gaia DR3 2053067935992494848
NGTS-10 , None , None
Kepler-1718 , Gaia DR2 2125814129244571264 , Gaia DR3 2125814129244571264
Kepler-538 , Gaia DR2 2087171453788422528 , Gaia DR3 2087171453788422528
HD 221585 , Gaia DR2 2016655237613545728 , Gaia DR3 2016655237613545728
Kepler-1254 , Gaia DR2 2131968065762170624 , Gaia DR3 2131968065762170624
TOI-329 , Gaia DR2 2407507535105410944 , Gaia DR3 2407507535105410944
GJ 367 , Gaia DR2 5412250540681250560 , Gaia DR3 5412250540681250560
2MASS J22362452+4751425 , Gaia DR2 1986772848034988544 , Gaia DR3 1986772848034988544
TOI-1478 , Gaia DR2 5723638723350902400 , Gaia DR3 5723638723350902400
HAT-P-41 , Gaia DR2 4290415081653653632 , Gaia DR3 4290415081653653632
Kepler-1916 , Gaia DR2 2128907162832189056 , Gaia DR3 2128907162832189056
TOI-1173 , Gaia DR2 1686171213716517504 , Gaia DR3 1686171213716517504
KMT-2017-BLG-0673L , None , None
Kepler-1396 , Gaia DR2 2079897050500386944 , Gaia DR3 2079897050500386944
K2-211 , Gaia DR2 2559203924574351616 , Gaia DR3 2559203924574351616
Kepler-31 , Gaia DR2 2128013019361703936 , Gaia DR3 2128013019361703936
HD 102117 , Gaia DR2 5341673851394297600 , Gaia DR3 5341673851394297600
HD 27631 , Gaia DR2 4840050395924931968 , Gaia DR3 4840050395924931968
Kepler-1247 , Gaia DR2 2128141799661062400 , Gaia DR3 2128141799661062400
Kepler-447 , Gaia DR2 2131587531660567296 , Gaia DR3 2131587531660567296
HD 95338 , Gaia DR2 5340648488081462528 , Gaia DR3 5340648488081462528
Kepler-958 , Gaia DR2 2130326460543631360 , Gaia DR3 2130326460543631360
HIP 90988 , Gaia DR2 6703673951620872192 , Gaia DR3 6703673951620872192
Kepler-1550 , Gaia DR2 2099534293810509312 , Gaia DR3 2099534293810509312
LHS 3844 , Gaia DR2 6385548541499112448 , Gaia DR3 6385548541499112448
TOI-1775 , Gaia DR2 803285607362611840 , Gaia DR3 803285607362611840
TOI-969 , Gaia DR2 3087206553745290624 , Gaia DR3 3087206553745290624
Kepler-290 , Gaia DR2 2105538623730974848 , Gaia DR3 2105538623730974848
KMT-2016-BLG-1105L , None , None
KMT-2021-BLG-2478L , None , None
Kepler-1872 , Gaia DR2 2116889775616597120 , Gaia DR3 2116889775616597120
Kepler-616 , Gaia DR2 2080484842545877120 , Gaia DR3 2080484842545877120
Kepler-597 , Gaia DR2 2052450079180319744 , Gaia DR3 2052450079180319744
Kepler-1507 , Gaia DR2 2130389785541178752 , Gaia DR3 2130389785541178752
Kepler-1838 , Gaia DR2 2073539536845074176 , Gaia DR3 2073539536845074176
Kepler-1079 , None , None
K2-248 , Gaia DR2 3582057258065666816 , Gaia DR3 3582057258065666816
Kepler-1077 , Gaia DR2 2101930164010053120 , Gaia DR3 2101930164010053120
Kepler-1563 , Gaia DR2 2133364308090816768 , Gaia DR3 2133364308090816768
Kepler-107 , Gaia DR2 2086625752425381632 , Gaia DR3 2086625752425381632
Kepler-1249 , Gaia DR2 2078933569080413056 , Gaia DR3 2078933569080413056
OGLE-2019-BLG-0960L , None , None
TOI-1751 , Gaia DR2 1629404184289170688 , Gaia DR3 1629404184289170688
KOBE-1 , Gaia DR2 294517800251711616 , Gaia DR3 294517800251711616
Kepler-1089 , Gaia DR2 2129928884010551936 , Gaia DR3 2129928884010551936
GJ 3138 , Gaia DR2 5144740907820131840 , Gaia DR3 5144740907820131840
Kepler-1261 , Gaia DR2 2131968890395913344 , Gaia DR3 2131968890395913344
HD 116029 , Gaia DR2 1446584503287858560 , Gaia DR3 1446584503287858560
HD 153950 , Gaia DR2 5965406010180880640 , Gaia DR3 5965406010180880640
TOI-3819 , None , Gaia DR3 876608292608416512
K2-104 , Gaia DR2 664292459846946560 , Gaia DR3 664292459846946560
Kepler-1152 , Gaia DR2 2126870351901388672 , Gaia DR3 2126870351901388672
HD 191939 , Gaia DR2 2248126315275354496 , Gaia DR3 2248126315275354496
Kepler-385 , Gaia DR2 2135203000771400320 , Gaia DR3 2135203000771400320
K2-114 , Gaia DR2 602494855483616256 , Gaia DR3 602494855483616256
K2-263 , Gaia DR2 657756997089784960 , Gaia DR3 657756997089784960
OGLE-2007-BLG-368L , None , None
KELT-12 , Gaia DR2 4608935250790855296 , Gaia DR3 4608935250790855296
Kepler-713 , Gaia DR2 2078003897636955008 , Gaia DR3 2078003897636955008
Kepler-1304 , Gaia DR2 2100309827464993536 , Gaia DR3 2100309827464993536
TOI-1723 , Gaia DR2 1096515188009314688 , Gaia DR3 1096515188009314688
Kepler-995 , Gaia DR2 2100214788429438336 , Gaia DR3 2100214788429438336
HD 173416 , Gaia DR2 2096524140211914368 , Gaia DR3 2096524140211914368
Kepler-1679 , Gaia DR2 2135221108353855744 , Gaia DR3 2135221108353855744
TOI-1260 , Gaia DR2 1053809778428567680 , Gaia DR3 1053809778428567680
HD 92788 , Gaia DR2 3802549437248150656 , Gaia DR3 3802549437248150656
Kepler-185 , Gaia DR2 2105316247502568576 , Gaia DR3 2105316247502568576
Kepler-1922 , Gaia DR2 2051898055621339648 , Gaia DR3 2051898055621339648
K2-65 , Gaia DR2 2613211076737129856 , Gaia DR3 2613211076737129856
Kepler-1532 , Gaia DR2 2076783920770722560 , Gaia DR3 2076783920770722560
Kepler-1828 , Gaia DR2 2051816485600508544 , Gaia DR3 2051816485600508544
HATS-75 , Gaia DR2 5082914338199586560 , None
HD 13808 , Gaia DR2 4743692151804240896 , Gaia DR3 4743692151804240896
TOI-2194 , None , None
HD 224538 , Gaia DR2 6488009143872441216 , Gaia DR3 6488009143872441216
HD 9446 , Gaia DR2 302956655074266112 , Gaia DR3 302956655074266112
Kepler-1886 , Gaia DR2 2073294414466892288 , Gaia DR3 2073294414466892288
K2-108 , Gaia DR2 655794055300531456 , Gaia DR3 655794055300531456
Kepler-1040 , Gaia DR2 2131701365472538112 , Gaia DR3 2131701365472538112
Kepler-1087 , Gaia DR2 2080070975195117312 , Gaia DR3 2080070975195117312
Kepler-1980 , Gaia DR2 2052139123549626240 , Gaia DR3 2052139123549626240
K2-233 , Gaia DR2 6253186686054822784 , Gaia DR3 6253186686054822784
HD 60532 , Gaia DR2 5619121248264726272 , Gaia DR3 5619121248267202688
Kepler-1078 , Gaia DR2 2077837390345483904 , Gaia DR3 2077837390345483904
PSR J2322-2650 , None , None
TYC 1422-614-1 , Gaia DR2 625078240201245568 , Gaia DR3 625078240201245568
Kepler-826 , Gaia DR2 2100219392634493568 , Gaia DR3 2100219392634493568
Kepler-1145 , Gaia DR2 2078012796808952832 , Gaia DR3 2078012796808952832
Kepler-1810 , Gaia DR2 2052658367909936768 , Gaia DR3 2052658367909936768
K2-121 , Gaia DR2 662078902422542336 , Gaia DR3 662078902422542336
Kepler-700 , Gaia DR2 2102411578301719808 , Gaia DR3 2102411578301719808
Kepler-886 , Gaia DR2 2105673726221976576 , Gaia DR3 2105673726221976576
HD 76920 , Gaia DR2 5224124307320401024 , Gaia DR3 5224124307320401024
KMT-2021-BLG-1391L , None , None
Kepler-972 , Gaia DR2 2078038738412342656 , Gaia DR3 2078038738412342656
Kepler-979 , Gaia DR2 2085337502756644224 , Gaia DR3 2085337502756644224
KOI-12 , Gaia DR2 2073860662955260416 , Gaia DR3 2073860662955260416
Kepler-1158 , Gaia DR2 2101670713625146112 , Gaia DR3 2101670713625146112
Kepler-1694 , Gaia DR2 2053266741439477248 , Gaia DR3 2053266741439477248
HATS-41 , Gaia DR2 2919151080524391552 , Gaia DR3 2919151080524391552
Kepler-416 , Gaia DR2 2052975370856687744 , Gaia DR3 2052975370856687744
OGLE-2018-BLG-1700L , None , None
Kepler-561 , Gaia DR2 2126454633427425664 , Gaia DR3 2126454633427425664
EPIC 212587672 , Gaia DR2 3616620814104819328 , Gaia DR3 3616620814104819328
TOI-677 , Gaia DR2 5313031504751276032 , Gaia DR3 5313031504751276032
Kepler-1592 , Gaia DR2 2052085934674652544 , Gaia DR3 2052085934674652544
TOI-201 , Gaia DR2 4767547667180525696 , Gaia DR3 4767547667180525696
Kepler-1073 , Gaia DR2 2052069201482198784 , Gaia DR3 2052069201482198784
Kepler-10 , Gaia DR2 2132155017099178624 , Gaia DR3 2132155017099178624
Kepler-115 , Gaia DR2 2079368391569401600 , Gaia DR3 2079368391569401600
eps CrB , Gaia DR2 1220404653534258816 , Gaia DR3 1220404653534258816
DH Tau , Gaia DR2 151374202498079872 , Gaia DR3 151374202498079872
HD 219077 , Gaia DR2 6489771832811810432 , Gaia DR3 6489771832811810432
HAT-P-40 , Gaia DR2 1962153854973972096 , Gaia DR3 1962153854973972096
G 9-40 , Gaia DR2 684992690384102528 , Gaia DR3 684992690384102528
HIP 91258 , Gaia DR2 2159653734187847168 , Gaia DR3 2159653734187847168
Kepler-104 , Gaia DR2 2102454253097554304 , Gaia DR3 2102454253097554304
Kepler-1521 , Gaia DR2 2051865551307698688 , Gaia DR3 2051865551307698688
K2-159 , Gaia DR2 3600851450836925312 , Gaia DR3 3600851450836925312
Kepler-1768 , Gaia DR2 2076155515517119744 , Gaia DR3 2076155515517119744
TOI-1431 , Gaia DR2 2188906825165621120 , Gaia DR3 2188906825165621120
Kepler-1293 , Gaia DR2 2129467364005869184 , Gaia DR3 2129467364005869184
Kepler-268 , Gaia DR2 2051908157384215296 , Gaia DR3 2051908157384215296
Kepler-1224 , Gaia DR2 2099122522408063232 , Gaia DR3 2099122522408063232
HATS-45 , Gaia DR2 2926039005480063616 , Gaia DR3 2926039005480063616
TOI-1694 , Gaia DR2 1104269596843209472 , Gaia DR3 1104269596843209472
HATS-49 , Gaia DR2 4919770108539385472 , Gaia DR3 4919770108539385472
Kepler-1635 , Gaia DR2 2106414144223503360 , Gaia DR3 2106414144223503360
YZ Cet , Gaia DR2 2358524597030794112 , Gaia DR3 2358524597030794112
Kepler-553 , Gaia DR2 2086498312157538688 , Gaia DR3 2086498312157538688
Kepler-23 , Gaia DR2 2135019107451751168 , Gaia DR3 2135019107451751168
WASP-45 , Gaia DR2 2308834780352875904 , Gaia DR3 2308834780352875904
HD 181720 , Gaia DR2 6745589980571162752 , Gaia DR3 6745589980571162752
Kepler-1439 , Gaia DR2 2103799368134289024 , Gaia DR3 2103799368134289024
EPIC 201497682 , Gaia DR2 3810098271767907840 , Gaia DR3 3810098271767907840
Kepler-131 , Gaia DR2 2102110174677569664 , Gaia DR3 2102110174677569664
Kepler-166 , Gaia DR2 2129025841368107136 , Gaia DR3 2129025841368107136
TOI-1883 , Gaia DR2 5735744144510573696 , Gaia DR3 5735744144510573696
Kepler-1577 , Gaia DR2 2128481789271221632 , Gaia DR3 2128481789271221632
GJ 9066 , Gaia DR2 76868614540049408 , Gaia DR3 76868614540049408
Kepler-1256 , Gaia DR2 2126615024685005568 , Gaia DR3 2126615024685005568
Kepler-16 , Gaia DR2 2133476355197071616 , Gaia DR3 2133476355197071616
HATS-64 , Gaia DR2 5632704511826797824 , Gaia DR3 5632704511826797824
TOI-122 , Gaia DR2 6411096106487783296 , Gaia DR3 6411096106487783296
Kepler-227 , Gaia DR2 2129273849959814656 , Gaia DR3 2129273849959814656
HD 62509 , None , None
K2-190 , Gaia DR2 3607243530404017280 , Gaia DR3 3607243530404017280
OGLE-2015-BLG-0954L , None , None
TOI-672 , Gaia DR2 5396580575830873728 , Gaia DR3 5396580575830873728
V830 Tau , Gaia DR2 147831571737487488 , Gaia DR3 147831571737487488
MOA-2016-BLG-526L , None , None
GJ 3473 , Gaia DR2 3094290054327367168 , Gaia DR3 3094290054327367168
KELT-20 , Gaia DR2 2033123654092592384 , Gaia DR3 2033123654092592384
KMT-2019-BLG-0953L , None , None
HD 17092 , Gaia DR2 438865809918353280 , Gaia DR3 438865809918353280
TOI-757 , Gaia DR2 6157753406084087168 , None
HIP 63242 , Gaia DR2 5858576597131420288 , Gaia DR3 5858576597131420288
K2-183 , Gaia DR2 652007410271734912 , Gaia DR3 652007410271734912
Kepler-1366 , Gaia DR2 2104065209429419520 , Gaia DR3 2104065209430717568
WASP-153 , Gaia DR2 2110106372987465216 , Gaia DR3 2110106372987465216
GJ 9714 , Gaia DR2 6781117812601143168 , Gaia DR3 6781117812601143168
Kepler-36 , Gaia DR2 2129931456691176576 , Gaia DR3 2129931456691176576
Kepler-1955 , Gaia DR2 2075040537699996288 , Gaia DR3 2075040537699996288
Kepler-329 , Gaia DR2 2079224424266279936 , Gaia DR3 2079224424266279936
Kepler-1792 , Gaia DR2 2052211416440880384 , Gaia DR3 2052211416440880384
TOI-815 , Gaia DR2 5415648821879172096 , Gaia DR3 5415648821879172096
WASP-107 , Gaia DR2 3578638842054261248 , Gaia DR3 3578638842054261248
HAT-P-33 , Gaia DR2 893550942158776832 , Gaia DR3 893550942158776832
KMT-2018-BLG-1976L , None , None
HD 117618 , Gaia DR2 6083860761505899904 , Gaia DR3 6083860761505899904
KMT-2019-BLG-2974L , None , None
Kepler-1195 , Gaia DR2 2103644611871388032 , Gaia DR3 2103644611871388032
HR 2562 , Gaia DR2 5480006192386819456 , Gaia DR3 5480006192386819456
ROXs 12 , Gaia DR2 6048935358761628288 , Gaia DR3 6048935358761628288
HD 88072 , Gaia DR2 3835743693290649728 , Gaia DR3 3835743693290897152
HD 93385 , Gaia DR2 5391813299572883456 , Gaia DR3 5391813299572883456
KMT-2016-BLG-2605L , None , None
OGLE-2019-BLG-0468L , None , None
Kepler-1027 , Gaia DR2 2102600488143944192 , Gaia DR3 2102600488143944192
OGLE-2016-BLG-1190L , None , None
Kepler-1658 , Gaia DR2 2052194374009877376 , Gaia DR3 2052194374009877376
KMT-2018-BLG-1743L , None , None
Kepler-518 , Gaia DR2 2100906140725803392 , Gaia DR3 2100906140725803392
TIC 241249530 , Gaia DR2 995754258812449024 , Gaia DR3 995754258812449024
TOI-1199 , Gaia DR2 861975270310252416 , Gaia DR3 861975270310252416
Kepler-1466 , Gaia DR2 2126944603296783232 , Gaia DR3 2126944603296783232
Kepler-1246 , Gaia DR2 2131238230560301440 , Gaia DR3 2131238230560301440
Kepler-1457 , Gaia DR2 2104875755656860032 , Gaia DR3 2104875755656860032
HAT-P-20 , Gaia DR2 869913435026514688 , Gaia DR3 869913435026514688
KMT-2019-BLG-0414L , None , None
TOI-5704 , None , None
Kepler-1020 , Gaia DR2 2128262161823652480 , Gaia DR3 2128262161823652480
HD 82886 , Gaia DR2 797597520179672064 , Gaia DR3 797597524475897600
KPS-1 , Gaia DR2 1055895483267019392 , Gaia DR3 1055895483267019392
TOI-1789 , Gaia DR2 646125297938578944 , Gaia DR3 646125297938578944
HD 134987 , Gaia DR2 6226694571859532800 , Gaia DR3 6226694571859532800
Kepler-856 , Gaia DR2 2127698215436676864 , Gaia DR3 2127698215436676864
HD 109286 , Gaia DR2 3902370696320119296 , Gaia DR3 3902370696320119296
NGTS-5 , Gaia DR2 1159042833731813760 , Gaia DR3 1159042833731813760
K2-117 , Gaia DR2 597829077890316928 , Gaia DR3 597829077890316928
HIP 116454 , Gaia DR2 2645940376800212096 , Gaia DR3 2645940376800212096
HD 80869 , Gaia DR2 702119851729696640 , Gaia DR3 702119851729696640
Teegarden's Star , Gaia DR2 35227046884571776 , Gaia DR3 35227046884571776
K2-288 B , None , None
HD 50554 , Gaia DR2 3380479015342121600 , Gaia DR3 3380479015342121600
TYC 0434-04538-1 , Gaia DR2 4468259369457276672 , Gaia DR3 4468259369457276672
K2-287 , Gaia DR2 6239702034929248512 , Gaia DR3 6239702034929248512
UCAC3 113-933 , Gaia DR2 2315343240650059520 , Gaia DR3 2315343240650059520
TOI-4184 , Gaia DR2 4620574887039870720 , Gaia DR3 4620574887039870720
HD 145457 , Gaia DR2 1315900158983769472 , Gaia DR3 1315900158983769472
Kepler-1394 , Gaia DR2 2106981831520836736 , Gaia DR3 2106981831520836736
Kepler-445 , Gaia DR2 2085482775729637376 , Gaia DR3 2085482775729637376
Kepler-753 , Gaia DR2 2051905030647886976 , Gaia DR3 2051905030647886976
KMT-2019-BLG-0297L , None , None
TOI-5344 , None , Gaia DR3 52359538285081728
