target,    dr2id,    dr3id
GJ 179 , Gaia DR2 3288082758293022848 , Gaia DR3 3288082758293022848
Kepler-103 , Gaia DR2 2101243789577188736 , Gaia DR3 2101243789577188736
Kepler-1811 , Gaia DR2 2101148411242230272 , Gaia DR3 2101148411242230272
Kepler-1511 , Gaia DR2 2102928726723805568 , Gaia DR3 2102928726723805568
OGLE-2019-BLG-0249L , None , None
Kepler-1045 , Gaia DR2 2106805501643509888 , Gaia DR3 2106805501643509888
Kepler-284 , Gaia DR2 2128818411627270528 , Gaia DR3 2128818411627270528
KELT-7 , Gaia DR2 181908842994567936 , Gaia DR3 181908842994567936
TOI-5678 , Gaia DR2 5048310370810634624 , Gaia DR3 5048310370810634624
Kepler-373 , Gaia DR2 2133124511477266176 , Gaia DR3 2133124511477266176
HD 18015 , Gaia DR2 5173468908975401856 , Gaia DR3 5173468908975401856
11 Com , Gaia DR2 3946945413106333696 , Gaia DR3 3946945413106333696
Kepler-1119 , Gaia DR2 2078920821617340416 , Gaia DR3 2078920821617340416
Kepler-1008 , Gaia DR2 2079733154550359424 , Gaia DR3 2079733154550359424
Kepler-141 , Gaia DR2 2086455740440489472 , Gaia DR3 2086455740440489472
Kepler-543 , Gaia DR2 2099620777272914944 , Gaia DR3 2099620777272914944
WASP-171 , Gaia DR2 5376137837173646208 , Gaia DR3 5376137837173646208
TOI-1184 , Gaia DR2 2158781336134901760 , Gaia DR3 2158781336134901760
Kepler-1452 , Gaia DR2 2051937638040407808 , Gaia DR3 2051937638040407808
HD 3167 , Gaia DR2 2554032474712538880 , Gaia DR3 2554032474712538880
bet Pic , Gaia DR2 4792774797545105664 , Gaia DR3 4792774797545800832
TOI-2136 , Gaia DR2 2096535783864546944 , Gaia DR3 2096535783864546944
Kepler-1831 , Gaia DR2 2134935544568504832 , Gaia DR3 2134935544568504832
2MASS J12073346-3932539 , Gaia DR2 3459372646830687104 , Gaia DR3 3459372646830687104
Kepler-146 , Gaia DR2 2052185062520374272 , Gaia DR3 2052185062520374272
TOI-1231 , Gaia DR2 5357465071715078016 , Gaia DR3 5357465071731312768
Kepler-1197 , Gaia DR2 2125790322246812672 , Gaia DR3 2125790322246812672
Kepler-262 , Gaia DR2 2051030231707057024 , Gaia DR3 2051030231707057024
WASP-190 , Gaia DR2 4994237247949280000 , Gaia DR3 4994237247949280000
TOI-1467 , Gaia DR2 403141126645929728 , Gaia DR3 403141126645929728
Kepler-881 , Gaia DR2 2127766969273092864 , Gaia DR3 2127766969273092864
KMT-2023-BLG-0735L , None , None
Kepler-1720 , Gaia DR2 2080378808394131200 , Gaia DR3 2080378808394131200
Kepler-1948 , Gaia DR2 2131059972237410560 , Gaia DR3 2131059972237410560
Kepler-349 , Gaia DR2 2126415051008325376 , Gaia DR3 2126415051008325376
HD 93963 A , Gaia DR2 729899906357408768 , Gaia DR3 729899906357408768
K2-132 , Gaia DR2 3582339626395387264 , Gaia DR3 3582339626395387264
NGC 2682 Sand 978 , None , None
Wolf 1069 , Gaia DR2 2188318517720321664 , Gaia DR3 2188318517720321664
GJ 338 B , Gaia DR2 1022456104850892928 , Gaia DR3 1022456104850892928
MOA-2016-BLG-227L , None , None
Kepler-1612 , Gaia DR2 2127432099262972416 , Gaia DR3 2127432099262972416
OGLE-2018-BLG-0298L , None , None
gam Cep , Gaia DR2 2281778105591104768 , Gaia DR3 2281778105594488192
K2-156 , Gaia DR2 3596250888028092160 , Gaia DR3 3596250888028092160
WASP-35 , Gaia DR2 3211188618762023424 , Gaia DR3 3211188618762023424
Kepler-145 , Gaia DR2 2126237131982289280 , Gaia DR3 2126237131982289280
Kepler-1001 , Gaia DR2 2131178238457347712 , Gaia DR3 2131178238457347712
Kepler-923 , Gaia DR2 2076517323560360576 , Gaia DR3 2076517323560360576
MOA-2008-BLG-310L , None , None
Kepler-286 , Gaia DR2 2129503716608032256 , Gaia DR3 2129503716608032256
Kepler-730 , Gaia DR2 2106412082639238400 , Gaia DR3 2106412082639238400
Kepler-772 , Gaia DR2 2052585044228107008 , Gaia DR3 2052585044228107008
HIP 8541 , Gaia DR2 4912062772547406976 , Gaia DR3 4912062772547406976
Kepler-1186 , Gaia DR2 2130782895307640192 , Gaia DR3 2130782895307640192
Kepler-1704 , Gaia DR2 2136191736602006016 , Gaia DR3 2136191736602006016
Kepler-975 , Gaia DR2 2052826318309391104 , Gaia DR3 2052826318309391104
Kepler-1522 , Gaia DR2 2139306790481711232 , Gaia DR3 2139306790481711232
MOA-2011-BLG-322L , None , None
HD 45184 , Gaia DR2 2898239468873596800 , Gaia DR3 2898239468873596800
HATS-34 , Gaia DR2 4904523077718046720 , Gaia DR3 4904523077718046720
K2-214 , Gaia DR2 2551946391916754176 , Gaia DR3 2551946391916754176
Kepler-744 , Gaia DR2 2080562667352233728 , Gaia DR3 2080562667352233728
Kepler-1741 , Gaia DR2 2053093637076689664 , Gaia DR3 2053093637076689664
Kepler-1832 , Gaia DR2 2075993990389052160 , Gaia DR3 2075993990389052160
Kepler-257 , Gaia DR2 2080246282881778048 , Gaia DR3 2080246282881778048
Kepler-201 , Gaia DR2 2077386315701921920 , Gaia DR3 2077386315701921920
GJ 180 , Gaia DR2 2979590513145784192 , Gaia DR3 2979590513145784192
WASP-116 , None , None
Kepler-877 , Gaia DR2 2127712955764258048 , Gaia DR3 2127712955764258048
K2-244 , Gaia DR2 3597981377595128704 , Gaia DR3 3597981377595128704
Kepler-1683 , Gaia DR2 2079071626510258432 , Gaia DR3 2079071626510258432
Kepler-1149 , Gaia DR2 2079920140245373184 , Gaia DR3 2079920140245373184
HAT-P-44 , Gaia DR2 1506159170017461888 , Gaia DR3 1506159170017461888
Kepler-570 , Gaia DR2 2129531822874416640 , Gaia DR3 2129531822874416640
K2-123 , Gaia DR2 685065155072248192 , Gaia DR3 685065155072248192
Kepler-773 , Gaia DR2 2052603289249806976 , Gaia DR3 2052603289249806976
Kepler-625 , Gaia DR2 2053177406120368896 , Gaia DR3 2053177406120368896
Kepler-1809 , Gaia DR2 2101194109695286272 , Gaia DR3 2101194109695286272
Kepler-872 , Gaia DR2 2078097665364576384 , Gaia DR3 2078097665364576384
Kepler-1454 , Gaia DR2 2131804479047342336 , Gaia DR3 2131804479047342336
LHS 1140 , Gaia DR2 2371032916186181760 , Gaia DR3 2371032916186181760
TOI-1227 , Gaia DR2 5842480953772012928 , Gaia DR3 5842480953772012928
Kepler-136 , Gaia DR2 2077203178296653056 , Gaia DR3 2077203178296653056
HIP 81208 C , None , None
Kepler-838 , Gaia DR2 2106520040936657536 , Gaia DR3 2106520040936657536
Kepler-1118 , Gaia DR2 2076102635879020928 , Gaia DR3 2076102635879020928
HD 168443 , Gaia DR2 4157584215800708736 , Gaia DR3 4157584215800708736
TOI-1269 , Gaia DR2 1635108588053258752 , Gaia DR3 1635108588053258752
Kepler-299 , Gaia DR2 2131737340118958336 , Gaia DR3 2131737340118958336
Kepler-1233 , Gaia DR2 2080300949226451200 , Gaia DR3 2080300949226451200
Kepler-632 , None , Gaia DR3 2073712331955734528
Kepler-1849 , Gaia DR2 2103867224319533824 , Gaia DR3 2103867224319533824
HD 205739 , Gaia DR2 6592695123423391616 , Gaia DR3 6592695123423391616
Kepler-1139 , Gaia DR2 2099735057762220288 , Gaia DR3 2099735057762220288
HD 8673 , Gaia DR2 317350357498173312 , Gaia DR3 317350357498173312
Kepler-165 , Gaia DR2 2119814820141727232 , Gaia DR3 2119814820141727232
Kepler-1136 , Gaia DR2 2106617691313437568 , Gaia DR3 2106617691313437568
Kepler-1758 , Gaia DR2 2073662166743600896 , Gaia DR3 2073662166743600896
kap CrB , Gaia DR2 1372702716380418688 , Gaia DR3 1372702716380418688
Kepler-1666 , Gaia DR2 2079523903745213056 , Gaia DR3 2079523903745213056
KMT-2018-BLG-0748L , None , None
Kepler-1984 , Gaia DR2 2101508501301083520 , Gaia DR3 2101508501301083520
TOI-198 , Gaia DR2 2333676738049780352 , Gaia DR3 2333676738050041728
Kepler-1887 , Gaia DR2 2127133753654360192 , Gaia DR3 2127133753654360192
TOI-1683 , Gaia DR2 152451414656258560 , Gaia DR3 152451414656258560
HIP 54597 , Gaia DR2 5452634262730082176 , Gaia DR3 5452634262730082176
TOI-1249 , Gaia DR2 1678371724905519744 , Gaia DR3 1678371724905519744
HATS-11 , Gaia DR2 6771149120491232768 , Gaia DR3 6771149120491232768
Kepler-580 , Gaia DR2 2103578400656053632 , Gaia DR3 2103578400656053632
GJ 393 , Gaia DR2 3855208897392952192 , Gaia DR3 3855208897392952192
Kepler-896 , Gaia DR2 2105221139747765504 , Gaia DR3 2105221139747765504
HD 187123 , Gaia DR2 2047452661412980736 , Gaia DR3 2047452661412980736
TOI-2274 , Gaia DR2 2110345512468201344 , Gaia DR3 2110345512468201344
WASP-61 , Gaia DR2 2959177048983750016 , Gaia DR3 2959177048983750016
HD 219139 , Gaia DR2 2810597431380568448 , Gaia DR3 2810597431380568448
TOI-4443 , Gaia DR2 4529634417760144896 , Gaia DR3 4529634417760144896
Kepler-867 , Gaia DR2 2133767931937168512 , Gaia DR3 2133767931937168512
EPIC 201427007 , None , None
K2-49 , Gaia DR2 3895843479901597440 , Gaia DR3 3895843479901597440
Kepler-406 , Gaia DR2 2126601108991279872 , Gaia DR3 2126601108991279872
WASP-167 , Gaia DR2 6154982877299042944 , Gaia DR3 6154982877300947840
HD 155918 , Gaia DR2 5801950515627094400 , Gaia DR3 5801950515627094400
HAT-P-45 , Gaia DR2 4270547520706275328 , Gaia DR3 4270547520706275328
Kepler-1698 , Gaia DR2 2052368955838887808 , Gaia DR3 2052368955838887808
Kepler-408 , Gaia DR2 2131593785132997632 , Gaia DR3 2131593785132997632
Kepler-487 , Gaia DR2 2076692386427776768 , Gaia DR3 2076692386427776768
HD 135872 , Gaia DR2 6334990316794611200 , Gaia DR3 6334990316794611200
MOA-2013-BLG-220L , None , None
GJ 15 A , Gaia DR2 385334230892516480 , Gaia DR3 385334230892516480
Kepler-143 , Gaia DR2 2087172999977491328 , Gaia DR3 2087172999977491328
HAT-P-14 , Gaia DR2 1340497608486742400 , Gaia DR3 1340497608486742400
Kepler-1308 , Gaia DR2 2100018422524180864 , Gaia DR3 2100018422524180864
HD 149143 , Gaia DR2 4432401099808805888 , Gaia DR3 4432401099808805888
Kepler-363 , Gaia DR2 2104466153215402624 , Gaia DR3 2104466153215402624
Kepler-1133 , Gaia DR2 2077831239952281472 , Gaia DR3 2077831239952281472
Kepler-1860 , Gaia DR2 2135104903719129984 , Gaia DR3 2135104903719129984
TOI-5174 , Gaia DR2 3793743895297313408 , Gaia DR3 3793743895297313408
Kepler-215 , Gaia DR2 2079885608708649344 , Gaia DR3 2079885608708649344
OGLE-2018-BLG-0596L , None , None
TOI-2411 , Gaia DR2 2471334872292716288 , Gaia DR3 2471334872292963456
Kepler-438 , Gaia DR2 2104675781979819776 , Gaia DR3 2104675781979819776
Kepler-642 , Gaia DR2 2077764169742391808 , Gaia DR3 2077764169742391808
CoRoT-10 , Gaia DR2 4263752921128319616 , Gaia DR3 4263752921128319616
Kepler-1225 , Gaia DR2 2101123534792103168 , Gaia DR3 2101123534792103168
Kepler-499 , Gaia DR2 2078125359313871488 , Gaia DR3 2078125359313871488
2MASS J01033563-5515561 A , None , None
TOI-1294 , Gaia DR2 1695343683312903168 , Gaia DR3 1695343683312903168
TOI-2141 , Gaia DR2 4548496986402688384 , Gaia DR3 4548496986402688384
Kepler-928 , Gaia DR2 2101473385648356608 , Gaia DR3 2101473385648356608
TOI-2068 , Gaia DR2 1581657479535392256 , Gaia DR3 1581657479535392256
OGLE-2017-BLG-1522L , None , None
Kepler-1578 , Gaia DR2 2130976787311412352 , Gaia DR3 2130976787311412352
Kepler-442 , Gaia DR2 2100258047339711488 , Gaia DR3 2100258047339711488
Kepler-981 , Gaia DR2 2127914132032810112 , Gaia DR3 2127914132032810112
Kepler-1788 , Gaia DR2 2127435363438637952 , Gaia DR3 2127435363438637952
Kepler-233 , Gaia DR2 2135507084456876928 , Gaia DR3 2135507084456876928
Kepler-1088 , Gaia DR2 2104727081069413376 , Gaia DR3 2104727081069413376
K2-119 , Gaia DR2 658274970145911424 , Gaia DR3 658274970145911424
K2-225 , Gaia DR2 3579573358218514944 , Gaia DR3 3579573358218514944
K2-61 , Gaia DR2 2598309945401588224 , Gaia DR3 2598309945401588224
HD 285968 , Gaia DR2 3409711211681795584 , Gaia DR3 3409711211681795584
Kepler-273 , Gaia DR2 2129193070214982016 , Gaia DR3 2129193070214982016
K2-210 , Gaia DR2 2538051863476537984 , Gaia DR3 2538051863476537984
MOA-2015-BLG-337L , None , None
WASP-158 , Gaia DR2 2424621502311961344 , Gaia DR3 2424621502311961344
WASP-72 , Gaia DR2 5065640460769428224 , Gaia DR3 5065640460769428224
Kepler-822 , Gaia DR2 2053165655089863808 , Gaia DR3 2053165655089863808
Kepler-1940 , Gaia DR2 2126645673572302080 , Gaia DR3 2126645673572302080
MOA-2009-BLG-266L , None , None
Kepler-619 , Gaia DR2 2129503235571760128 , Gaia DR3 2129503235571760128
Kepler-1025 , Gaia DR2 2106595941599427072 , Gaia DR3 2106595941599427072
Kepler-1081 , Gaia DR2 2101476065707700480 , Gaia DR3 2101476065707700480
Kepler-465 , Gaia DR2 2107236613280607104 , Gaia DR3 2107236613280607104
KMT-2021-BLG-1303L , None , None
HATS-26 , Gaia DR2 5656896924435896832 , Gaia DR3 5656896924435896832
Kepler-602 , Gaia DR2 2077119752853895552 , Gaia DR3 2077119752853895552
Kepler-204 , Gaia DR2 2104071978297949056 , Gaia DR3 2104071978297949056
Kepler-1470 , Gaia DR2 2101234688543862016 , Gaia DR3 2101234688543862016
Kepler-424 , Gaia DR2 2086877265710250496 , Gaia DR3 2086877265710250496
Kepler-956 , Gaia DR2 2129703552846891136 , Gaia DR3 2129703552846891136
HD 25723 , Gaia DR2 3188967248247014784 , Gaia DR3 3188967248247014784
HD 110067 , Gaia DR2 3948424496764080640 , Gaia DR3 3948424496764080640
K2-163 , Gaia DR2 3697972721667206144 , Gaia DR3 3697972721667206144
TOI-2580 , Gaia DR2 490410811948906752 , Gaia DR3 490410811948906752
WASP-19 , Gaia DR2 5411736896952029568 , Gaia DR3 5411736896952029568
HATS-61 , Gaia DR2 4890849134501995392 , Gaia DR3 4890849134501995392
LTT 1445 A , Gaia DR2 5153091836072107136 , Gaia DR3 5153091836072107136
NGTS-2 , Gaia DR2 6220602384081327104 , Gaia DR3 6220602384081327104
Kepler-409 , Gaia DR2 2128215909315876352 , Gaia DR3 2128215909315876352
NGTS-17 , None , Gaia DR3 4873225513593736960
4 UMa , Gaia DR2 1092230803510960640 , Gaia DR3 1092230803512999424
CoRoT-19 , Gaia DR2 3120002649138831360 , Gaia DR3 3120002649138831360
Kepler-1923 , Gaia DR2 2073768407039581952 , Gaia DR3 2073768407058939648
Kepler-1455 , Gaia DR2 2135220283720198528 , Gaia DR3 2135220283720198528
Kepler-1515 , Gaia DR2 2129311576952316544 , Gaia DR3 2129311576952316544
Kepler-147 , Gaia DR2 2099686125195464576 , Gaia DR3 2099686125195464576
Kepler-1541 , Gaia DR2 2131643641112197888 , Gaia DR3 2131643641112197888
Kepler-514 , Gaia DR2 2133611659549905024 , Gaia DR3 2133611659549905024
HD 180053 , Gaia DR2 2050321081068398720 , Gaia DR3 2050321081068398720
HD 103197 , Gaia DR2 5370827127297364480 , Gaia DR3 5370827127297364480
HD 19994 , Gaia DR2 3265335443260522112 , Gaia DR3 3265335443260522112
Kepler-1610 , Gaia DR2 2079807646464016256 , Gaia DR3 2079807646464016256
HD 47366 , Gaia DR2 2951804033248308480 , Gaia DR3 2951804033248308480
Kepler-1779 , Gaia DR2 2082208254002842240 , Gaia DR3 2082208254002842240
Kepler-930 , Gaia DR2 2078446691589261696 , Gaia DR3 2078446691589261696
OGLE-2012-BLG-0026L , Gaia DR2 4061372065008826496 , Gaia DR3 4061372065008826496
Qatar 1 , Gaia DR2 2244830490514284928 , Gaia DR3 2244830490514284928
TOI-500 , Gaia DR2 5509620021956148736 , Gaia DR3 5509620021956148736
Kepler-1365 , Gaia DR2 2125716891183392640 , Gaia DR3 2125716891183392640
BD-210397 , Gaia DR2 5124636303346779008 , Gaia DR3 5124636303346779008
HD 98219 , Gaia DR2 3534621989981179520 , Gaia DR3 3534621989981179520
Kepler-1154 , Gaia DR2 2073641344741406464 , Gaia DR3 2073641344741406464
GJ 163 , Gaia DR2 4780294722094459904 , Gaia DR3 4780294722094459904
Kepler-1665 , Gaia DR2 2101773689759891328 , Gaia DR3 2101773689759891328
Kepler-1929 , Gaia DR2 2085651305945898368 , Gaia DR3 2085651305945898368
Kepler-118 , Gaia DR2 2075162656527684864 , Gaia DR3 2075162656527684864
Kepler-1518 , Gaia DR2 2082161219824397568 , Gaia DR3 2082161219824397568
Kepler-2001 , Gaia DR2 2130124219123552256 , Gaia DR3 2130124219123552256
Oph 11 , None , None
HD 5583 , Gaia DR2 363012289421389056 , Gaia DR3 363012289421389056
Kepler-315 , Gaia DR2 2078635910668511872 , Gaia DR3 2078635910668511872
HD 216435 , Gaia DR2 6515731817739456256 , Gaia DR3 6515731817739456256
HD 104067 , Gaia DR2 3494677900774838144 , Gaia DR3 3494677900774838144
Kepler-1537 , Gaia DR2 2078291832243170048 , Gaia DR3 2078291832243170048
OGLE-2019-BLG-0304L , None , None
K2-115 , Gaia DR2 650778499868023296 , Gaia DR3 650778499868023296
HD 33844 , Gaia DR2 2986593268342544768 , Gaia DR3 2986593268342544768
HATS-47 , Gaia DR2 6658373007402886400 , Gaia DR3 6658373007402886400
Kepler-909 , Gaia DR2 2127259505997243648 , Gaia DR3 2127259505997243648
Kepler-675 , Gaia DR2 2135124213891990912 , Gaia DR3 2135124213891990912
K2-232 , Gaia DR2 3406687485600728192 , Gaia DR3 3406687485600728192
Kepler-1047 , Gaia DR2 2133309160710350336 , Gaia DR3 2133309160710350336
Kepler-1390 , Gaia DR2 2086485186737501696 , Gaia DR3 2086485186737501696
Kepler-454 , Gaia DR2 2099541715513813504 , Gaia DR3 2099541715513813504
Kepler-666 , Gaia DR2 2086935024430952960 , Gaia DR3 2086935024430952960
Kepler-1358 , Gaia DR2 2105558930336570496 , Gaia DR3 2105558930336570496
Kepler-1500 , Gaia DR2 2101229019187047040 , Gaia DR3 2101229019187047040
Kepler-181 , Gaia DR2 2135292507890372224 , Gaia DR3 2135292507890372224
TOI-2000 , Gaia DR2 5244434756689177088 , Gaia DR3 5244434756689177088
HD 112570 , Gaia DR2 1530780980575704704 , Gaia DR3 1530780980576364032
TOI-3884 , Gaia DR2 3919169687804622336 , Gaia DR3 3919169687804622336
Kepler-959 , Gaia DR2 2053574639053629952 , Gaia DR3 2053574639053629952
Kepler-1007 , Gaia DR2 2080381625890666496 , Gaia DR3 2080381625890666496
Kepler-638 , Gaia DR2 2104054832788419072 , Gaia DR3 2104054832788419072
HAT-P-59 , Gaia DR2 2241743203599727744 , Gaia DR3 2241743203599727744
CoRoT-5 , Gaia DR2 3125611120515388800 , Gaia DR3 3125611120515388800
HD 219415 , Gaia DR2 2009255593080688640 , Gaia DR3 2009255593080688640
HD 99109 , Gaia DR2 3796826582305099520 , Gaia DR3 3796826582305099520
Kepler-236 , Gaia DR2 2103311150611475968 , Gaia DR3 2103311150611475968
Kepler-510 , Gaia DR2 2099656472742686848 , Gaia DR3 2099656472742686848
Kepler-651 , Gaia DR2 2130322955850385280 , Gaia DR3 2130322955850385280
GQ Lup , Gaia DR2 6011522757643074304 , Gaia DR3 6011522757643074304
HAT-P-29 , Gaia DR2 359058441314838528 , Gaia DR3 359058441314838528
Kepler-803 , Gaia DR2 2079139864948330752 , Gaia DR3 2079139864948330752
TOI-2567 , None , Gaia DR3 2254929887069708160
WASP-21 , Gaia DR2 2831084391023184128 , Gaia DR3 2831084391023184128
DMPP-4 , Gaia DR2 2136027771930903808 , Gaia DR3 2136027771930903808
HD 3651 , Gaia DR2 2802397960855105920 , Gaia DR3 2802397960855105920
Kepler-1668 , Gaia DR2 2080249100380387712 , Gaia DR3 2080249100380387712
Kepler-432 , Gaia DR2 2128901871432519936 , Gaia DR3 2128901871432519936
HD 202772 A , Gaia DR2 6790773586275235200 , Gaia DR3 6790773586275235200
HIP 35965 , Gaia DR2 5493625121366825984 , Gaia DR3 5493625121366825984
K2-137 , Gaia DR2 3583729340372873344 , Gaia DR3 3583729340372873344
K2-398 , None , Gaia DR3 3809028584392561408
Kepler-477 , None , None
TOI-286 , Gaia DR2 5482316880495405056 , Gaia DR3 5482316880495405056
KMT-2022-BLG-0303L , None , None
HD 16141 , Gaia DR2 2495335115182966016 , Gaia DR3 2495335115182966016
TOI-6478 , None , None
CoRoT-2 , Gaia DR2 4287820848378092672 , Gaia DR3 4287820848378092672
HD 185269 , Gaia DR2 2031479093959232128 , Gaia DR3 2031479093959232128
GJ 536 , Gaia DR2 3657653114880309248 , Gaia DR3 3657653114880309248
Kepler-793 , Gaia DR2 2052144621107902208 , Gaia DR3 2052144621107902208
TOI-4377 , Gaia DR2 5197568146570178176 , Gaia DR3 5197568146570178176
KMT-2024-BLG-1044L , None , None
K2-205 , Gaia DR2 2536584771367726336 , Gaia DR3 2536584771367726336
TOI-4438 , Gaia DR2 4606416269652179328 , Gaia DR3 4606416269652179328
HD 133131 A , Gaia DR2 6224633983987510528 , Gaia DR3 6224633983987510528
HD 62364 , Gaia DR2 5214209564293214208 , Gaia DR3 5214209564293214208
Kepler-1340 , Gaia DR2 2077219052496826368 , Gaia DR3 2077219052496826368
Kepler-1596 , Gaia DR2 2132009744125068416 , Gaia DR3 2132009744125068416
Kepler-482 , Gaia DR2 2086629463276947456 , Gaia DR3 2086629463276947456
Kepler-1899 , Gaia DR2 2051903999855859712 , Gaia DR3 2051903999855859712
TOI-3540 A , None , None
Gaia-4 , None , None
K2-31 , Gaia DR2 6050191241556876672 , Gaia DR3 6050191241556876672
Kepler-1113 , Gaia DR2 2101006883479557504 , Gaia DR3 2101006883479557504
K2-161 , Gaia DR2 3598019894861833856 , Gaia DR3 3598019899158204160
K2-152 , Gaia DR2 3596508242468505216 , Gaia DR3 3596508242468505216
OGLE-2005-BLG-169L , None , None
TOI-3261 , Gaia DR2 4640654168385886592 , Gaia DR3 4640654168385886592
BD+48 738 , Gaia DR2 438899345022759424 , Gaia DR3 438899345022759424
Kepler-965 , Gaia DR2 2075412451819530624 , Gaia DR3 2075412451819530624
HD 51608 , Gaia DR2 5485320853638354304 , Gaia DR3 5485320853638354304
TOI-1782 , Gaia DR2 1711970906169443584 , Gaia DR3 1711970906169443584
K2-5 , Gaia DR2 3791512745687354496 , Gaia DR3 3791512745687354496
DS Tuc A , None , None
HAT-P-63 , Gaia DR2 4474644332250439552 , None
Kepler-392 , Gaia DR2 2102948483573807616 , Gaia DR3 2102948483573807616
Kepler-904 , Gaia DR2 2101298357139960576 , Gaia DR3 2101298357139960576
OGLE-2018-BLG-0532L , None , None
Kepler-1151 , Gaia DR2 2129254333627658112 , Gaia DR3 2129254333627658112
Kepler-1427 , Gaia DR2 2079963811471971584 , Gaia DR3 2079963811474106496
Kepler-594 , Gaia DR2 2132681339572129536 , Gaia DR3 2132681339572129536
Kepler-527 , Gaia DR2 2129162283888866688 , Gaia DR3 2129162283888866688
HD 192263 , Gaia DR2 4224259562941398400 , Gaia DR3 4224259562941398400
Kepler-1000 , Gaia DR2 2130652843697474816 , Gaia DR3 2130652843697474816
TYC 3667-1280-1 , Gaia DR2 424427538624760576 , Gaia DR3 424427538624760576
KELT-4 A , Gaia DR2 727624020367528576 , Gaia DR3 727624020367528576
OGLE-2017-BLG-1049L , None , None
Kepler-552 , Gaia DR2 2129500383713365248 , Gaia DR3 2129500383713365248
KMT-2019-BLG-0298L , None , None
Kepler-1153 , Gaia DR2 2127307888808670976 , Gaia DR3 2127307888808670976
Kepler-85 , Gaia DR2 2127398083121764736 , Gaia DR3 2127398083121764736
HD 7199 , Gaia DR2 4704957491028733824 , Gaia DR3 4704957491028733824
Kepler-1144 , Gaia DR2 2127863623217139328 , Gaia DR3 2127863623217139328
TOI-1806 , Gaia DR2 733540939112687104 , Gaia DR3 733540939112687104
Kepler-1285 , Gaia DR2 2105291955168605440 , Gaia DR3 2105291955168605440
Kepler-618 , Gaia DR2 2131136491375075328 , Gaia DR3 2131136491375075328
Kepler-1016 , Gaia DR2 2080061393129929088 , Gaia DR3 2080061393129929088
Kepler-1483 , Gaia DR2 2077858143627173504 , Gaia DR3 2077858143627173504
TOI-6383 A , None , None
HD 95089 , Gaia DR2 3808410933735817472 , Gaia DR3 3808410933735817472
KMT-2016-BLG-1820L , None , None
TOI-905 , Gaia DR2 5795534040654879744 , Gaia DR3 5795534040654879744
HAT-P-11 , Gaia DR2 2086512227851023872 , Gaia DR3 2086512227851023872
Kepler-439 , Gaia DR2 2117331813650826624 , Gaia DR3 2117331813650826624
OGLE-2013-BLG-1721L , None , None
HD 220197 , Gaia DR2 2817634821194781824 , Gaia DR3 2817634821194781824
HD 76700 , Gaia DR2 5272187804562841216 , Gaia DR3 5272187804562841216
Kepler-1978 , Gaia DR2 2099854801450635520 , Gaia DR3 2099854801450635520
TOI-669 , Gaia DR2 3777506754255516800 , Gaia DR3 3777506754255516800
Kepler-1614 , Gaia DR2 2132314858600815488 , Gaia DR3 2132314858600815488
KELT-3 , Gaia DR2 806492019492266752 , Gaia DR3 806492023789218688
TOI-2285 , Gaia DR2 2199658670194983040 , Gaia DR3 2199658670194983040
Kepler-589 , Gaia DR2 2119809116425132160 , Gaia DR3 2119809116425132160
K2-195 , Gaia DR2 3624969886932157568 , Gaia DR3 3624969886932157568
Kepler-293 , Gaia DR2 2105506119417943168 , Gaia DR3 2105506119417943168
Kepler-191 , Gaia DR2 2126648731589350272 , Gaia DR3 2126648731589350272
Kepler-1363 , Gaia DR2 2086833663201784704 , Gaia DR3 2086833663201784704
Kepler-1105 , Gaia DR2 2116733198288204288 , Gaia DR3 2116733198288204288
OGLE-2017-BLG-0364L , None , None
Kepler-312 , Gaia DR2 2078450436800904448 , Gaia DR3 2078450436800904448
Kepler-823 , Gaia DR2 2100216609495590912 , Gaia DR3 2100216609495590912
Kepler-1898 , Gaia DR2 2099597408349457024 , Gaia DR3 2099597408349457024
HD 217107 , Gaia DR2 2648914040357320576 , Gaia DR3 2648914040357320576
DENIS-P J082303.1-491201 , Gaia DR2 5514929155583865216 , Gaia DR3 5514929155583865216
OGLE-TR-182 , Gaia DR2 5337294049909975680 , Gaia DR3 5337294049909975680
HD 196050 , Gaia DR2 6454954010413575296 , Gaia DR3 6454954010413575296
HD 100546 , Gaia DR2 5233604915060520576 , Gaia DR3 5233604915060520576
HIP 97166 , Gaia DR2 2288221003213039488 , Gaia DR3 2288221003213039488
OGLE-2016-BLG-0613L AB , None , None
Kepler-1307 , Gaia DR2 2128297208757012992 , Gaia DR3 2128297208757012992
HD 109246 , Gaia DR2 1692267077979468544 , Gaia DR3 1692267077979468544
HD 142245 , Gaia DR2 1193193836691820032 , Gaia DR3 1193193836691820032
HD 110113 , Gaia DR2 6133384959942131968 , Gaia DR3 6133384959942131968
HD 11506 , Gaia DR2 5137855525488932864 , Gaia DR3 5137855525488932864
HAT-P-51 , Gaia DR2 316706322857704960 , Gaia DR3 316706322857704960
Kepler-1461 , Gaia DR2 2105752581821148544 , Gaia DR3 2105752581821148544
Kepler-1715 , Gaia DR2 2077420842932795776 , Gaia DR3 2077420842932795776
Kepler-1519 , Gaia DR2 2086851495906130176 , Gaia DR3 2086851495906130176
Kepler-348 , Gaia DR2 2073750986669231232 , Gaia DR3 2073750986669231232
GJ 649 , Gaia DR2 4572835535272064768 , Gaia DR3 4572835535272627712
