designation,    u,    v,    w
Gaia DR3 3989657247956959104,-21.27341178079289,-15.528260250227241,50.83876176815173
Gaia DR3 3989657247956959232,-21.203784721987972,-15.478101954694484,50.67268186378423
Gaia DR3 3989714147683947520,-25.581070483051214,-18.144728921415936,60.51319963233679
Gaia DR3 3989786578012020992,-23.320138885029543,-16.577173018255824,56.77343334011206
Gaia DR3 3989797160811431168,-21.89777312775692,-15.37221435938935,53.71769939097393
Gaia DR3 3983787397757283840,-11.708591995330153,-12.35901820351242,32.96180688703049
Gaia DR3 3989870553212561280,-18.69842119426795,-12.67535105280576,44.8676825121329
Gaia DR3 3989886526195499648,-18.108003191301886,-12.2538450821026,44.328509909991894
Gaia DR3 3989886526198082560,-18.15487816308243,-12.285944483955195,44.4417317770327
Gaia DR3 5350326045822859648,21.19216571301748,-65.56199264152443,-0.545369178036264
Gaia DR3 5225642561080581504,25.09262268369787,-51.77902095986003,-14.325939721691793
Gaia DR3 5225668051707208704,21.177861551158653,-44.39323623022352,-12.423419434507633
Gaia DR3 5225693447852347008,21.464322240751905,-44.821747450311264,-12.392205329308046
Gaia DR3 5226381978352399104,20.114144877769142,-43.37281713004131,-10.106176526967063
Gaia DR3 5226381982652636928,20.09215458845335,-43.325097895008405,-10.093816190722832
Gaia DR3 5351191498919598720,16.235953856506264,-55.836881142576026,0.8565592712733228
Gaia DR3 5351386009400492032,11.844413244493635,-42.27185688778785,1.6345861777473871
Gaia DR3 5391060512064867456,12.052555664059454,-68.19680666314494,17.370130306103437
Gaia DR3 5391061096182066048,12.012492477026502,-68.01486450281942,17.292399484349065
Gaia DR3 5391636999754745984,12.434401636596764,-73.87025864465409,21.08343051962195
Gaia DR3 5391707505938513920,11.395643926481743,-71.45280658033096,19.439955196217895
Gaia DR3 5393446074339003008,11.35171874066279,-73.81751483024674,22.946956269431983
Gaia DR3 5391752311037015424,7.207700650473811,-47.24940657989512,12.890757137552503
Gaia DR3 5393485107002121344,10.5798214036641,-62.60531031091227,19.842764427237075
Gaia DR3 5393485141361946752,10.60468016253362,-62.751059794472496,19.88986052407219
Gaia DR3 5392937923870001920,6.612882488418748,-51.26362416830173,15.139342316786495
Gaia DR3 5391794642235126912,6.277800869733955,-38.00202403634925,10.616043558206975
Gaia DR3 5391813299572883456,6.582683131660667,-41.09501832078345,11.574912194497676
Gaia DR3 5391813363995644160,6.207794352210611,-38.76742829016582,10.91887183446262
Gaia DR3 5391312403307270784,6.569117861603719,-41.04922984249865,10.478463525696608
Gaia DR3 5391864907899718528,8.730900931780214,-55.569427977040476,15.692765250315322
Gaia DR3 5393030763883039616,6.199820658005407,-49.99687993387985,15.417310733379258
Gaia DR3 5393633781589693184,12.174939620650267,-65.55376764226067,21.637184509579047
Gaia DR3 5393045577225782656,7.814919825809733,-64.01864488666365,19.83751834780726
Gaia DR3 5391361640811885696,9.697776846604647,-64.31195669417573,16.858685609555693
Gaia DR3 5393078837456109952,7.577355470522328,-42.41762332996845,12.350794735819713
Gaia DR3 5393673600229873536,5.170863619226362,-27.853095307836135,9.504016039132248
Gaia DR3 5390857411651990656,13.5826761530888,-71.38719608289216,17.106437709284425
Gaia DR3 5392511970492923392,10.545177939356659,-72.57935676926803,19.82439436420056
Gaia DR3 5390899498032789504,10.64424795661715,-59.14270698160179,13.856915113092608
Gaia DR3 5393154944272465280,9.825240121245274,-58.76205078079552,17.450371862496382
Gaia DR3 5393154978632204928,10.794729619405595,-64.50429643820364,19.159196951974096
Gaia DR3 5390908779460319232,11.138084617699961,-62.5959790558174,14.938967803101509
Gaia DR3 5390909531078129664,11.696126926047452,-65.73248011874387,15.68535982476283
Gaia DR3 5392546055353640576,9.099587089295962,-62.01671478383308,17.470323279367896
Gaia DR3 5393190197367662464,9.907452295965793,-58.80615904158843,18.025317943754562
Gaia DR3 5391481728097590400,9.016911298657318,-51.766034791073054,13.879472491849711
Gaia DR3 5392562273150010496,6.426283389813532,-44.423628263886584,12.716681995895312
Gaia DR3 5393267231901316352,12.546884566081271,-69.28348386458623,22.652149579561154
Gaia DR3 5393323581872099968,6.518931717168016,-37.133293034818095,12.194541250273085
Gaia DR3 5231024052027310080,30.36758314180851,-69.56434961023884,-14.792193922596741
Gaia DR3 5231270548789748864,30.201236748953242,-71.58627710403833,-14.45384287047564
Gaia DR3 5231153828760082560,22.416686951572945,-50.799924424622816,-9.87091944730941
Gaia DR3 5231171283507288832,28.29369255369919,-65.04975477405053,-12.562464791164025
Gaia DR3 5360433375163164544,17.30733105258916,-68.31693426984668,7.223557089814886
Gaia DR3 5360605173854003328,14.627054312371463,-57.746011392305796,7.336435887294137
Gaia DR3 5360242644254714112,13.645472332838843,-51.47197041898043,7.199192576311596
Gaia DR3 5359674913994327296,18.400451373698644,-68.21931419384204,7.569935867963693
Gaia DR3 5360272605944931072,10.556210744526014,-38.56515199839716,5.542821601966233
Gaia DR3 5360273842895365632,12.114183856421276,-44.43217785191651,6.343225364250586
Gaia DR3 5360284356975378560,16.96372491015339,-62.451425956557316,9.192762643186821
Gaia DR3 5360479241121191424,8.54680902170362,-34.12915225082189,4.033603078276132
Gaia DR3 5360479245415032576,8.551417794346834,-34.146467210301985,4.035571072793079
Gaia DR3 5359717799251218304,15.88826033385537,-56.87107506960229,6.768454593585609
Gaia DR3 5360321912169950592,14.682004009022869,-54.7816472244546,8.198531654395182
Gaia DR3 5360119430233985536,11.895791890140842,-42.71568674220175,6.439955224712522
Gaia DR3 5359745012164917632,8.394721449511604,-30.189703159605635,3.707426657185369
Gaia DR3 5359762569990983040,15.44539656414279,-56.596988627153934,7.019455676130896
Gaia DR3 5359787927478965632,14.358623400301957,-53.31042978594948,6.4843213816400365
Gaia DR3 5360673137418148864,11.127955480713188,-45.92939621250873,6.13996175939214
Gaia DR3 5360674511807552000,5.8762773926541705,-24.31185436406324,3.1105177141868
Gaia DR3 5361407886058772736,11.70743215197325,-50.97600274905215,7.873338677689091
Gaia DR3 5360756734660589696,16.467357088980258,-70.95648427454685,8.692817807239035
Gaia DR3 5360759685296813184,16.468737575859045,-70.9743691693568,8.693800702140056
Gaia DR3 5361513026860665600,14.267242781026605,-65.35344122602288,10.909830619289242
Gaia DR3 5361053774597451648,18.01482037659651,-73.30474071822212,10.18359730837405
Gaia DR3 5361053980755907712,15.415469176853398,-62.85056928651747,8.768320275284236
Gaia DR3 5360644133492145792,11.926487498407067,-49.74607706587746,6.0666847926846685
Gaia DR3 5337991243349750784,15.404479401632006,-43.26644603084921,-0.9026556332250273
Gaia DR3 5395014832616126592,8.676021014515516,-59.46437231752478,22.294349315129875
Gaia DR3 5394227208631615744,6.49063680411485,-43.6750054778167,13.712277879223093
Gaia DR3 5395072389475334784,10.003374512286094,-72.91720681422368,26.19796200294003
Gaia DR3 5395072389475335552,9.974053969464208,-72.7039631514107,26.125308632214015
Gaia DR3 5395191583407300096,6.070067065377221,-43.89838546439168,16.27399881656763
Gaia DR3 5395215463425654528,6.095761903431475,-43.41347796716073,16.5309606331671
Gaia DR3 5395221132780688640,6.419382541393718,-45.524240102056325,17.36560677042752
Gaia DR3 5394383889038365568,11.012073520097358,-73.7657410033317,24.83658261108187
Gaia DR3 5395281743360700544,7.790006877585492,-58.39535608337211,22.206001920593955
Gaia DR3 5394489064197253376,5.361402487775941,-41.17196285514715,13.010197460259961
Gaia DR3 5394502155257607040,8.5171193553392,-66.11936942780557,21.23929707838812
Gaia DR3 5393746584610472448,4.182334896458247,-23.523218949706155,8.18847935179883
Gaia DR3 5394564170286908032,8.433746187567925,-70.00654806853353,22.48020230106055
Gaia DR3 5394624991322381184,10.134772029935055,-74.90322856992739,25.339628118819924
Gaia DR3 5394624991322381696,10.105281440627772,-74.68376786374105,25.267609219633435
Gaia DR3 5394645263568023296,9.361228724888868,-68.45131401987882,23.202530994181135
Gaia DR3 5394645538445938560,9.366811626123496,-68.25369538761157,23.212278178512857
Gaia DR3 5394764835457121920,4.600540859527957,-29.83909315600428,10.387180588438556
Gaia DR3 5393976588699151744,4.802344507769063,-29.612556535858594,9.986974053846046
Gaia DR3 5394790124224578944,7.184247129254839,-46.79316393995411,16.42163265186905
Gaia DR3 5394808919001342976,9.64147393405849,-63.91157006148969,22.672902992193738
Gaia DR3 5394951821153092864,9.188368226898895,-58.97159227246159,22.09245973827517
Gaia DR3 5394158454794079488,8.83950834300752,-53.322205949402814,19.657592339954267
Gaia DR3 5394967832790881152,5.397074513149752,-36.35309974252995,13.353030693176063
Gaia DR3 5394967832790881536,5.386829641004404,-36.30140985920914,13.334337548024196
Gaia DR3 5456794471131914368,5.008216088381372,-66.3621905975775,36.8167441560621
Gaia DR3 5456911603480129024,3.8510606032269603,-50.540609570004996,28.50724180877382
Gaia DR3 5457208505979488896,3.6287544385189143,-58.091476044316195,33.530503846912325
Gaia DR3 5457247607362161536,2.3746397513033486,-57.730986738950804,29.54626511639283
Gaia DR3 5457248741233535232,2.0463271133916017,-48.41326843484187,24.871954754138628
Gaia DR3 5455592086448314496,2.632441384778808,-70.91335925883766,34.06352643441879
Gaia DR3 5454078849211269120,2.6597332756106358,-49.17069833681086,21.79038394720397
Gaia DR3 5455621189146512000,0.9386541128040715,-35.13121269132787,16.5764714833538
Gaia DR3 5454114548978910720,3.5269511030121095,-59.73171332482455,27.068006920244443
Gaia DR3 5457356940049519872,1.768776162175941,-54.99861151512421,28.837763190906102
Gaia DR3 5455678535549804544,1.1186740585686454,-51.12249489113157,24.766757081078893
Gaia DR3 5452743423618768000,1.9895870455188387,-18.252005739651942,8.878974206803758
Gaia DR3 5455707157211784832,0.6479836935568297,-19.322194217527073,9.42605471404186
Gaia DR3 5452831934304558464,5.525337005532759,-57.252891542683294,28.188872015643025
Gaia DR3 5452836229271861248,4.52819060798814,-47.61124181550014,23.526667999536574
Gaia DR3 5457488297329377280,2.120881844595848,-58.44063697081626,31.567245582768464
Gaia DR3 5452864576056034176,5.415405349668612,-56.77771770313224,28.401215409354364
Gaia DR3 5455877409715715328,0.9340281551642882,-47.81085865325293,23.409951797503776
Gaia DR3 5454367883329712512,2.830129259554976,-71.61632833662912,32.47292780590465
Gaia DR3 5457726856992412928,1.098609109808372,-47.17835908463681,25.94320574417521
Gaia DR3 5457752798592502400,0.2526577088552129,-23.34847017428131,12.488564620606132
Gaia DR3 5457755169416207360,0.5471671457133294,-47.83753226102334,25.753041909788198
Gaia DR3 5454470275350136064,4.127611359738442,-59.00884916103806,27.931552707082943
Gaia DR3 5454486218268688256,3.806892118246825,-57.148939571954095,27.03828171216943
Gaia DR3 5457823682735622656,2.8381618947998426,-68.24627004732635,37.501285714289594
Gaia DR3 5454500168322239872,0.7994673571709154,-13.896724707709218,6.4035868710342765
Gaia DR3 5454531362667207040,3.764486121499468,-61.793920856759215,29.074751862583355
Gaia DR3 5454570640143834496,4.8596003271119415,-70.29365893921351,33.575909961259455
Gaia DR3 5453213464839582848,5.8843124037009815,-63.83913362215007,33.240996793098134
Gaia DR3 5456191182845785984,4.680004218569218,-69.05924213051877,34.77188541936065
Gaia DR3 5457947927549349888,2.9562291976508064,-57.03947615256247,32.57174057297893
Gaia DR3 5454597818699088000,4.6160641605758475,-70.46955247574056,34.18966316377965
Gaia DR3 5453256448872055040,5.481892733579958,-65.33716470471407,34.05546476638483
Gaia DR3 5454621458198659968,3.5158469779621804,-53.478585230399744,26.001571398307405
Gaia DR3 5454640218615659392,3.072649994772787,-49.92725238588031,23.993809677058294
Gaia DR3 5454644994619399040,4.12019543762157,-63.33294674077895,30.786430174130324
Gaia DR3 5454687875572815488,3.709263524438496,-61.791049235379674,30.30501972625239
Gaia DR3 5458093990795216896,2.2060837973701375,-69.15865597074688,38.7137570451104
Gaia DR3 5458137387145937408,1.9001422785600823,-66.61298986474813,37.637078032454504
Gaia DR3 5458173808468399616,0.7965187814549655,-49.463347876700325,27.492098203176198
Gaia DR3 5456398543866821632,3.6111346555416013,-65.11651322379015,32.64801953560517
Gaia DR3 5458186006175537536,0.807579745715941,-51.232963362075466,28.849832698786614
Gaia DR3 5454797036461461376,1.0046427271389753,-27.933170216189858,12.998633416009364
Gaia DR3 5456406549685932416,3.428646251062954,-60.207015623612435,30.49163746679988
Gaia DR3 5454893376871768192,3.655338253882217,-65.51212068180543,32.55130621808428
Gaia DR3 5454925370084596992,3.120026650275239,-67.26554787556705,32.94398092416177
Gaia DR3 5454936159042363136,2.836092716502481,-67.50120472786625,32.930927892909565
Gaia DR3 5456549864153107840,3.900769845013773,-64.39157047546665,34.01350901618719
Gaia DR3 5454978936916755072,2.476009420387591,-55.44480578457104,27.81029032458347
Gaia DR3 5456607691594410624,3.716636595680283,-70.31033602563353,37.01942212493381
Gaia DR3 5456609375221530752,2.5820907577273626,-51.79225338655064,27.09854785712593
Gaia DR3 5453662649699162752,4.690656419618213,-52.21344956280605,28.03783094821895
Gaia DR3 5456642910326373888,3.506159471728054,-64.20690405385503,34.431215366674
Gaia DR3 5456644903191091200,1.9865493604368005,-37.54274399820869,20.073312914707202
Gaia DR3 5455168155996770432,2.2524344107844314,-70.36034750029152,32.405745560011894
Gaia DR3 738302168058474112,-28.269551369803253,-4.308258065441635,58.81355152621842
Gaia DR3 731825116857964672,-16.85865426500893,-6.20136045939765,36.173902928069424
Gaia DR3 738501244087177472,-33.93985748427666,-4.754035570674056,69.96133109224964
Gaia DR3 738562301342466304,-23.935326587760805,-3.3096117040080593,48.372846701727454
Gaia DR3 738562305638145408,-23.91722211507841,-3.3100199294673978,48.35725753251358
Gaia DR3 750090788134413696,-21.66687861675016,-3.8453957744684217,40.701928164299765
Gaia DR3 750289078184317056,-29.90862842345794,-4.999673251365429,55.4678655505455
Gaia DR3 750372361894632832,-37.892977477714446,-5.785361675982706,68.97913502031368
Gaia DR3 750428750520971008,-24.120065283316492,-3.922562835196704,47.01150803192327
Gaia DR3 750539698116127744,-36.02920873808671,-4.997561484369648,68.96512841270199
Gaia DR3 750586216906847104,-4.410169132818111,-0.5673763881030558,8.656985648370757
Gaia DR3 750621229480077312,-19.343346006779527,-2.2004813678475266,38.262166486272235
Gaia DR3 732983005681390592,-10.84424565233006,-4.401294772689457,24.855505167282338
Gaia DR3 750757504497369984,-26.26471630486715,-3.210742710845441,49.5733299343222
Gaia DR3 750807910233533696,-26.214328665377252,-3.102713782441768,48.76341514473054
Gaia DR3 733262041116429184,-27.586458335181113,-10.276226784156623,61.01630927458057
Gaia DR3 733433010879303168,-26.794307898376427,-8.656183574822197,61.333564367354775
Gaia DR3 751622029874426880,-38.63900701269186,-4.244128462275292,69.43270133357476
Gaia DR3 751654293668736896,-31.021492553441895,-2.9310074158532835,56.34178854283854
Gaia DR3 734108287112530048,-31.154885996206616,-14.049355860286731,61.92567316956422
Gaia DR3 734119350948723328,-32.0529239177268,-14.215348025774468,63.656120974936236
Gaia DR3 751975660302006784,-4.89062995323246,-0.3126434433263521,8.778890760844034
Gaia DR3 752014074489427200,-27.085828775422158,-1.5154291570631067,48.67012420314561
Gaia DR3 734316472767143680,-25.43900808454479,-10.492116825782492,50.59822930938978
Gaia DR3 734316472767464192,-25.416777545487427,-10.483239438373293,50.55356083804034
Gaia DR3 734365847711484544,-16.20115256168468,-6.270955864814772,32.45734798094647
Gaia DR3 734521703484659584,-33.09367169880152,-13.048106041454975,65.62840998365004
Gaia DR3 734690822116691200,-15.110283889714726,-5.896178542876017,31.488799676444586
Gaia DR3 734699583850176640,-30.310803830824057,-11.62810197729911,63.436062608827214
Gaia DR3 734808538580661632,-21.373480628531723,-7.982015095422778,44.82238151755501
Gaia DR3 734844989968042112,-33.09232216898796,-11.830431179689977,70.06398725908119
Gaia DR3 735010367683682176,-24.66235731331498,-8.858253342295512,48.92992426780455
Gaia DR3 735118394701492736,-33.460046182959445,-10.938145151838327,69.44240562822759
Gaia DR3 735781743810358912,-32.36904326996376,-11.131218777387481,62.52958784579367
Gaia DR3 735874686902617984,-20.82345876037877,-6.643082109473212,39.721429282003456
Gaia DR3 735988967392303232,-24.934775825184587,-7.62306974419338,48.539230567174066
Gaia DR3 736004051317418752,-18.924430979714707,-5.500376370353731,36.806274662312376
Gaia DR3 729726801995804672,-27.92484831276473,-16.15294165519449,66.49741044441839
Gaia DR3 729740167934011008,-21.59554164710244,-12.23333649538004,51.30190559582962
Gaia DR3 729759581186183808,-29.33221767038173,-16.66212457132825,70.16154322334333
Gaia DR3 729808234575686912,-14.938958954785239,-8.205921407018556,34.765962155425996
Gaia DR3 729827819626534912,-23.970519776107864,-12.899141527419193,55.39293741074593
Gaia DR3 736307821468978816,-28.07828428630907,-7.420041813040886,53.03300828169299
Gaia DR3 729887536851619072,-20.860906469695315,-11.587974964590828,45.92031891512483
Gaia DR3 736376888838503936,-21.247582543643492,-7.049545345821571,46.35125515237722
Gaia DR3 729971477692409088,-18.863101427213678,-10.130667630754221,41.659018154418575
Gaia DR3 729997247496144768,-30.644103779538128,-16.000549649640437,67.63223554017857
Gaia DR3 730008311331913088,-26.21432559601613,-14.14439856047473,59.96605426451217
Gaia DR3 736477322353709824,-32.929140771158224,-9.872867955933366,69.89846455255038
Gaia DR3 736493986827074048,-22.600433437140474,-6.9674331024865666,49.45731773501024
Gaia DR3 736557517983300352,-33.304346419042986,-9.936900016715864,71.53092519270174
Gaia DR3 730164407623348352,-18.56690567587429,-10.084688136270486,44.56492276173933
Gaia DR3 730482441361641344,-20.339471747720886,-9.897754996363958,47.22487590654435
Gaia DR3 730490447180750976,-27.520560765075416,-13.25731943170842,64.12168407898594
Gaia DR3 730526593625428224,-30.88284511629388,-14.75970390213104,70.2113206936601
Gaia DR3 737028212039090176,-28.23791402972377,-6.97022688219214,61.787610943933636
Gaia DR3 730627954853673984,-29.868009683768268,-13.545547000899486,70.51762806822524
Gaia DR3 730643416735955712,-15.97637477138248,-7.398003928657348,36.90459209870458
Gaia DR3 737226845686350720,-10.951173352664323,-2.5508580859879864,23.692699641634995
Gaia DR3 737310095037544960,-26.172829545872908,-5.686912897801967,55.43068014005818
Gaia DR3 730918393426867072,-11.979855961819425,-5.614829921114628,26.352598779986952
Gaia DR3 737416958118769408,-31.288685985124594,-6.350369864606439,66.40077298720458
Gaia DR3 730996703566075904,-21.90863121401229,-10.766098889896956,45.21601478912693
Gaia DR3 731097686837077376,-29.02462009173779,-13.495481574698687,59.52201906007479
Gaia DR3 737564395756483584,-15.711516206514567,-4.075587237089431,31.03562623035243
Gaia DR3 731129710113217664,-28.252840554417332,-12.575991876579923,57.82160783691642
Gaia DR3 737592119770432640,-19.21010114160258,-4.908694236266037,37.86235636320838
Gaia DR3 737604149973461888,-16.224217319532443,-3.9460141347772453,32.06360490950504
Gaia DR3 731191729441148032,-32.884747079262105,-14.519516972827567,69.26512490203993
Gaia DR3 731190492490568704,-27.269132706220287,-12.043504230037097,57.33550874778167
Gaia DR3 737721385400747520,-9.917067098163168,-2.2245139097916855,20.17196124853506
Gaia DR3 737724718295369728,-32.21111275760443,-7.146546203673999,65.39778055392945
Gaia DR3 737756599837263104,-14.134705304513428,-3.603415093313318,27.592254702207946
Gaia DR3 737756604132303104,-16.22495379338187,-4.13650518118134,31.672896742756308
Gaia DR3 737758012881929472,-16.140929760679818,-4.117825820087672,31.521467756316724
Gaia DR3 731321364438330112,-27.593734367950894,-12.411496874223669,62.3548533470369
Gaia DR3 731347615279240832,-20.110315861672632,-9.16136980639347,43.95508771258818
Gaia DR3 731384831170727936,-18.161024454821504,-7.95927886088373,40.23709440462159
Gaia DR3 737833638666022912,-31.315163420489547,-7.3603201969397745,59.93542670158734
Gaia DR3 731447400254352384,-31.503754038586607,-13.314285512292912,71.27378374281943
Gaia DR3 737906893628252544,-20.840272947109117,-4.696710754276587,40.944502000356316
Gaia DR3 737931941877511552,-24.36547507970743,-5.176255011693549,48.68727024557231
Gaia DR3 737989116482148480,-31.8712155418243,-6.522529932340795,61.377755188350704
Gaia DR3 738045569532244480,-31.83968564128905,-7.17566146467955,65.74439185351925
Gaia DR3 731614629100809088,-26.643322733270125,-10.94675985830068,57.273669651511284
Gaia DR3 762295264123317248,-23.337991566916223,-3.155602412699512,49.86524609495218
Gaia DR3 762466925376176896,-25.621758323708118,-2.757559429384248,54.475304188728934
Gaia DR3 762535301255435776,-23.827443245226245,-3.158546047369004,48.86682028869625
Gaia DR3 762602027867315584,-17.66493830437603,-2.006704101763475,36.11818794442266
Gaia DR3 762609617074127616,-34.37422331155442,-4.0602819038839755,69.05564726385415
Gaia DR3 722996210285551872,-31.486735636984413,-21.066946087889626,68.16037180133078
Gaia DR3 723005693573357184,-28.98706010483048,-19.463699445048967,63.69380452333613
Gaia DR3 723047852972321664,-29.65845762454923,-19.64489388103367,63.76317829268793
Gaia DR3 723083793258641408,-13.268742923177847,-8.590312378121329,28.84535780043055
Gaia DR3 723313247592102272,-32.40740402330412,-19.998877065239853,68.3336257509928
Gaia DR3 723467557176589824,-27.600780554562697,-17.491240403944516,59.9251919655563
Gaia DR3 723625161001338752,-22.36736226666479,-13.443761425959032,48.99946382819533
Gaia DR3 723625165296649600,-22.10436718069856,-13.284247570020526,48.42677362005665
Gaia DR3 723749788067784960,-15.971911561932723,-9.505137638989163,33.561843019498916
Gaia DR3 723826135406218368,-17.146665238775885,-10.08240360176689,37.54771687956472
Gaia DR3 723944775287648256,-19.370360212556577,-10.53326388147469,41.459763513305894
Gaia DR3 723944813942551808,-19.346069405543506,-10.52283660469265,41.4158384801663
Gaia DR3 724551538202486016,-32.546787434801494,-18.17355329338536,66.6928155718172
Gaia DR3 724641625141466880,-25.95951364824672,-14.060835174048098,52.683036487008906
Gaia DR3 724689488256764160,-31.82648030778207,-17.13688998893225,66.2613749393099
Gaia DR3 724699559955313920,-23.75548839297997,-12.808437614674531,50.47682947802063
Gaia DR3 724790407103539840,-16.56585733608938,-8.493995018029866,34.42347088361434
Gaia DR3 5201583425597481216,27.419377511735426,-56.28209526755486,-16.338281145421977
Gaia DR3 5201628299415387776,17.355930425745413,-36.1825811131163,-10.572117178170846
Gaia DR3 5204523004293421696,31.953765704290234,-67.84212770992254,-20.307609644521747
Gaia DR3 5470297951389315712,0.268533336366648,-66.96854291003076,38.29662714904369
Gaia DR3 5470321247291941760,0.03408530596164994,-41.82400829543366,24.103574990872033
Gaia DR3 5470357531175427840,0.7095491148380777,-67.11215558993759,39.224789311539794
Gaia DR3 5470396563838206208,0.4761432777129073,-54.35527138043999,31.575530000707083
Gaia DR3 5470443877198061440,0.45244255301235903,-39.65684065046244,23.794300462385905
Gaia DR3 5470462328377422976,0.28698165647960927,-53.5409688172438,32.00433305115474
Gaia DR3 5470514142863169280,-0.028496196521312633,-18.407066295712326,10.697895999082016
Gaia DR3 5470514211582645248,-0.03271185283822842,-18.462350013176668,10.726511245843934
Gaia DR3 5470624162745259008,-0.13222164743786102,-64.33243468617968,38.089466571032766
Gaia DR3 5470700784961664000,-1.1994136844020051,-68.07779446649815,39.943753313054046
Gaia DR3 5471341284844782208,-1.3977899717436824,-53.19606574906581,30.701573055039887
Gaia DR3 5471516004114550784,-0.2817151606532322,-13.964464165372265,8.486136257903492
Gaia DR3 5469625874906957952,0.3670866827366712,-64.29245336952805,33.390453649013764
Gaia DR3 5471733123301423360,-1.9776792442799351,-53.743925216742014,31.79367712771934
Gaia DR3 5469790870370541184,0.32747289693113757,-67.3888201146212,36.61870377381088
Gaia DR3 5469802896279029504,0.281755683725585,-29.866882278910303,16.345653799924342
Gaia DR3 5471856680920486144,-2.487772364754017,-51.726359790590564,31.423503798963356
Gaia DR3 5469836495806430208,-0.002890705498781898,-53.33132979224745,28.835233607205762
Gaia DR3 5469874605052902784,-0.03535582991503183,-46.32782311634642,25.53774550654152
Gaia DR3 5469884603736779136,0.040454861720494506,-47.413442436561894,26.392621676425147
Gaia DR3 5241532943683309568,25.514388984614822,-71.43079872905447,-3.9550487051803103
Gaia DR3 5241533527798890624,21.12199548448277,-59.20027272151118,-3.2081165960797406
Gaia DR3 5241581184759426048,19.28761062164483,-56.75479375887765,-3.518421794995369
Gaia DR3 1146828943174767872,-35.080785323795304,47.29206027228251,37.78222513369871
Gaia DR3 1147987931510419328,-32.208225375935335,45.03203810523935,33.4670525531381
Gaia DR3 1151392706703927296,-17.6244008967678,25.23476074511217,17.765276163335436
Gaia DR3 1151392706703927424,-17.446776960774606,24.982822478917228,17.58674054803597
Gaia DR3 779262652684989312,-37.86222664588735,0.8107875476527937,65.91365708185171
Gaia DR3 779290484072934912,-28.504967682151566,0.591812262002982,50.95147272361753
Gaia DR3 779299142727277056,-30.756040618589708,0.704493394688452,55.49437796030956
Gaia DR3 779314565954411136,-14.500120439881464,0.5492131263292599,26.199166422698312
Gaia DR3 779682490032861696,-37.570409351053236,2.6433139185361156,64.29726815152202
Gaia DR3 1151688166094387840,-24.066040246304325,35.33411775366631,23.839324586188074
Gaia DR3 779906588541930496,-36.99361739071389,3.473952605445632,67.29991411428323
Gaia DR3 779906588541930624,-36.986601478943655,3.473043104177016,67.28415098824635
Gaia DR3 780004612580469760,-25.913174422084488,2.042472755739155,46.05780645397213
Gaia DR3 780017914094222464,-30.166815114848028,2.757536369195911,53.67918935731532
Gaia DR3 780195553941441024,-20.3301973662824,2.565551711979893,36.30751943765409
Gaia DR3 774636869828004864,-28.932004624741857,-3.235684067964847,57.59731906751456
Gaia DR3 774672599660655616,-28.14376538395571,-2.637584602588884,56.47238853445477
Gaia DR3 774690093062727040,-15.059176201615832,-1.56950873729674,29.752140409150527
Gaia DR3 774693284223482112,-31.549091678254964,-3.124435590296379,62.18057840491554
Gaia DR3 780821725813511680,-33.541800596164364,3.0704673886275735,57.86560079851695
Gaia DR3 780836977242372992,-30.31599449434368,2.861868620539248,51.75467482676002
Gaia DR3 781007337120426496,-33.624041931639965,4.900975447381711,59.73041585887209
Gaia DR3 775015063173413888,-19.166196392854197,-1.1145592702065876,37.0092367824227
Gaia DR3 775046536693695232,-17.712086972418447,-0.9823241491507559,34.78239468876093
Gaia DR3 775080728928464768,-31.05983197439172,-1.1387915981791892,61.53666731408821
Gaia DR3 775173431502561664,-32.97348811743242,-0.6332412792606661,64.0780671250009
Gaia DR3 781287987467758720,-31.694093706321112,5.256938234487098,55.07858791823524
Gaia DR3 775259979388449280,-26.99481335379729,-0.7907049007383655,54.63759370071543
Gaia DR3 775479061375300864,-30.70774475816534,-0.3761090598359864,61.36855680028688
Gaia DR3 781502323511072640,-37.74434619899131,5.610560910339416,70.17533680281961
Gaia DR3 781552523088810752,-21.95471495166619,3.783799252975495,42.50123123267271
Gaia DR3 781590731117638912,-34.388976231589886,5.656476673213298,65.14490662974421
Gaia DR3 781591761909792256,-34.45833575153425,5.688627942890321,65.12005992360996
Gaia DR3 781591761909792384,-33.8853605561324,5.5944763310155885,64.03699533535816
Gaia DR3 781660515746669824,-34.45836062114519,4.594985036816446,62.943610930220274
Gaia DR3 781694360088934016,-36.519432280236856,5.790682311131917,68.02706702796243
Gaia DR3 781696249874547840,-35.64077292488233,5.545304906124507,66.02912309952609
Gaia DR3 781699067373091456,-32.463191831828084,5.228542160866123,60.24935642097709
Gaia DR3 762792548321198208,-21.381722147122584,-1.2165480652041225,44.333762505633516
Gaia DR3 762792548321198336,-21.46060973899022,-1.2228944034596374,44.50159912912303
Gaia DR3 781791769947165312,-34.32231432629769,6.42361565246307,63.345737500315
Gaia DR3 781904469889311872,-34.78941129547381,7.29557436344567,65.63095452948312
Gaia DR3 775951576497244160,-26.667646337923856,0.011993196649132898,50.94699846937291
Gaia DR3 776211061241336064,-28.410290579165608,0.3199278462400059,52.65261090585043
Gaia DR3 776268437709353984,-22.824085265590988,0.24520070840441477,41.24804109370718
Gaia DR3 776327987430992000,-30.462666060727493,0.1520436627831998,58.51872233932294
