Sol                  ranks  141 of  601 stars in decreasing density
Sol                  ranks  370 of  601 stars in decreasing residuals
Sol                  ranks   43 of   77 stars with |v| within 1.250000


           Gaia id            |   rho   |    D    |    u     |    v     |    w     |    U     |    V     |    W     
                              |         |         |   [pc]   |   [pc]   |   [pc]   |  [km/s]  |  [km/s]  |  [km/s]  
------------------------------------------------------------------------------------------------------------------------
Gaia DR3 4043533145964992896  |5.263e+00|4.735e-01| 3.258e+01|-1.191e+00|-2.008e+00|-1.104e+01|-1.200e+01| 2.507e+00
Gaia DR3 755921425282888960   |5.077e+00|4.763e-01|-9.686e+00|-3.656e-01| 1.505e+01| 2.542e+00| 1.888e+01| 3.131e+00
Gaia DR3 6035956895316486656  |4.287e+00|4.899e-01| 1.397e+01|-4.510e+00| 3.675e+00|-2.361e+01|-9.294e+00| 4.062e-01
Gaia DR3 3507958145812345728  |3.751e-01|7.353e-01| 1.741e+01|-1.919e+01| 2.503e+01| 7.110e+01|-2.056e+01| 1.012e+01
Gaia DR3 5211813625376697216  |3.265e-01|7.525e-01| 1.081e+01|-2.810e+01|-1.660e+01| 7.907e+01|-2.435e+00|-6.746e+00
Gaia DR3 3800936934726787712  |4.081e+00|4.940e-01|-2.342e+00|-1.864e+01| 3.394e+01|-1.375e+01| 3.664e+00| 5.792e+00
Gaia DR3 4846689899968623744  |1.169e+00|6.084e-01|-1.978e+00|-6.237e+00|-8.806e+00| 8.805e+00| 1.345e+01|-2.126e+01
Gaia DR3 5554890115423215616  |6.547e+00|4.565e-01|-5.266e+00|-1.856e+01|-8.472e+00| 3.644e-01| 1.334e+01| 9.354e+00
Gaia DR3 942860190374658688   |3.665e-01|7.381e-01|-2.397e+01| 9.675e-01| 4.907e+00| 7.704e+00| 3.828e+00|-3.435e+01
Gaia DR3 6196627086360009600  |2.887e-01|7.681e-01| 9.138e+00|-9.079e+00| 1.131e+01| 6.481e+01|-1.952e+01|-6.071e-01
Gaia DR3 4364702279101280256  |2.700e-02|1.140e+00| 2.094e+01| 6.159e+00| 7.603e+00|-1.083e+00|-4.901e+01|-6.416e+01
Gaia DR3 778947814402602752   |1.404e-02|1.271e+00|-2.178e+00| 4.425e-01| 4.372e+00|-1.129e+02| 6.593e+00| 2.277e+01
Gaia DR3 6725883502428671616  |5.557e-01|6.887e-01| 3.807e+01|-5.039e+00|-6.782e+00| 7.029e+00| 2.352e+01| 2.461e+01
Gaia DR3 3924206653650135168  |4.153e-01|7.229e-01|-3.358e+00|-7.849e+00| 2.304e+01|-3.028e+01| 1.863e+01| 1.435e+01
Gaia DR3 5127512041648672896  |6.652e+00|4.553e-01|-1.309e+01|-6.626e+00|-2.790e+01|-3.374e+01|-5.890e+00|-7.444e+00
Gaia DR3 4464207428577214464  |5.825e-01|6.833e-01| 1.627e+01| 8.396e+00| 1.597e+01| 6.320e+01|-4.741e-01|-1.108e+01
Gaia DR3 6719043646702291968  |2.535e+00|5.348e-01| 2.215e+01| 1.055e-01|-7.674e+00|-4.072e+01| 8.255e-01|-1.145e+00
Gaia DR3 2332527095563121536  |6.549e-01|6.701e-01| 7.851e+00| 5.087e+00|-3.220e+01|-5.947e+00|-3.515e+01|-1.982e+01
Gaia DR3 883455638709598848   |7.117e-01|6.608e-01|-3.329e+01|-6.324e+00| 1.073e+01| 5.306e+01|-1.504e+01| 1.113e+01
Gaia DR3 6082806153754882304  |1.213e+00|6.046e-01| 1.236e+01|-1.452e+01| 4.712e+00| 5.525e+01| 9.526e+00| 2.738e+00
Gaia DR3 6008523599168685440  |3.561e+00|5.053e-01| 3.157e+01|-1.332e+01| 6.880e+00| 1.813e+01| 1.339e+01| 1.217e+01
Gaia DR3 2110851841872084096  |5.355e-02|1.017e+00| 5.945e+00| 1.638e+01| 6.488e+00|-1.874e+01|-4.624e+01|-5.135e+01
Gaia DR3 1416150433748075776  |3.145e+00|5.159e-01| 4.545e+00| 2.616e+01| 1.829e+01| 1.214e+01| 9.012e+00| 5.439e+00
Gaia DR3 4849612195716584192  |3.655e+00|5.031e-01|-7.635e+00|-1.926e+01|-3.013e+01| 2.088e+01| 1.770e+01| 8.171e+00
Gaia DR3 4832026915979831552  |2.144e-01|8.071e-01|-7.219e+00|-2.397e+01|-2.745e+01| 1.957e+01|-2.211e+01| 3.310e+01
Gaia DR3 1416664004462620416  |1.093e+00|6.153e-01| 5.921e+00| 3.152e+01| 2.087e+01| 3.747e+01| 8.746e-01| 1.211e+01
Gaia DR3 3790755044736796544  |1.456e-01|8.609e-01|-3.032e+00|-1.970e+01| 2.653e+01|-6.585e+01|-2.308e+01|-2.199e+01
Gaia DR3 2107870928408481536  |7.686e-01|6.524e-01| 1.348e+01| 2.902e+01| 1.196e+01| 5.569e+00| 1.846e+01| 2.645e+01
Gaia DR3 3127503620545728128  |3.828e-01|7.328e-01|-1.330e+01|-7.277e+00|-1.117e-01|-5.286e+01|-4.327e+01| 8.140e-01
Gaia DR3 3390818582171734656  |9.126e+00|4.319e-01|-1.668e+01|-2.764e+00|-3.054e+00| 1.941e+01| 8.232e+00|-2.873e+00
Gaia DR3 3271045756899628032  |3.060e-03|1.639e+00|-2.692e+01|-1.468e+00|-2.322e+01| 1.526e+01|-1.090e+02|-5.877e+01
Gaia DR3 6337183361455486720  |2.204e+00|5.474e-01| 2.482e+01|-4.233e+00| 2.585e+01|-6.417e-01| 6.205e+00| 1.147e+01
Gaia DR3 4071372539860350464  |1.152e+00|6.099e-01| 1.830e+01| 1.997e+00|-3.796e+00|-2.709e+01|-7.800e-01|-1.948e+01
Gaia DR3 2079885024592509440  |8.243e-01|6.449e-01| 7.346e+00| 3.550e+01| 7.080e+00|-4.472e+01| 6.917e+00| 7.756e+00
Gaia DR3 5057675667259177088  |2.499e+00|5.360e-01|-1.040e+01|-1.234e+01|-2.725e+01| 6.705e+00|-3.460e+00|-1.586e+01
Gaia DR3 5196680222210415104  |2.148e-01|8.068e-01| 8.372e+00|-1.874e+01|-8.391e+00| 3.769e+01|-1.254e+01|-3.844e+01
Gaia DR3 2290297052965788672  |2.585e-02|1.148e+00|-1.103e+01| 3.078e+01| 1.273e+01|-9.409e+01| 6.319e+00|-3.160e+01
Gaia DR3 3757613049856225792  |1.401e+00|5.903e-01|-5.357e-01|-3.384e+00| 3.008e+00| 3.864e+01|-5.834e+00|-5.831e+00
Gaia DR3 5630532113072532736  |2.681e-01|7.776e-01|-3.046e+00|-1.881e+01| 4.708e+00|-1.909e+01|-1.758e+01| 3.253e+01
Gaia DR3 1509077480035939328  |3.664e-01|7.382e-01|-1.241e+00| 1.380e+01| 3.286e+01| 2.460e+01|-3.969e+01| 4.749e+00
Gaia DR3 5847042758817522048  |3.704e+00|5.020e-01| 2.000e+01|-2.471e+01|-3.961e+00|-1.821e+01| 1.029e+01| 2.141e+00
Gaia DR3 1951260645384643200  |4.832e+00|4.802e-01| 4.915e+00| 3.547e+01|-7.200e+00| 2.865e+01| 1.776e+01|-4.552e+00
Gaia DR3 4911623036615480576  |5.002e-01|7.008e-01| 5.267e+00|-1.574e+01|-2.909e+01| 6.504e+01|-1.994e+01|-5.204e+00
Gaia DR3 104694672564751104   |2.649e-01|7.792e-01|-2.408e+01| 1.746e+01|-2.012e+01|-5.570e+01|-4.376e+00| 1.402e+01
Gaia DR3 2369546548263550592  |3.183e+00|5.148e-01|-3.174e+00| 5.669e+00|-3.880e+01|-1.702e+01| 2.104e+00| 2.716e+00
Gaia DR3 1791309809807683200  |2.798e-01|7.721e-01| 9.763e+00| 2.707e+01|-1.012e+01|-5.977e+01|-6.512e+00| 1.453e+01
Gaia DR3 5070527824315406976  |1.465e+01|3.992e-01|-1.249e+01|-9.910e+00|-3.584e+01|-3.173e-01|-9.920e+00| 2.680e+00
Gaia DR3 3913556887102785536  |5.176e-02|1.023e+00|-3.193e+00|-1.379e+01| 3.652e+01| 1.057e+02|-4.566e+00| 1.081e+01
Gaia DR3 1209281375431039104  |1.921e-01|8.220e-01| 8.304e+00| 4.359e+00| 1.165e+01|-4.576e+01|-6.550e+01| 2.045e+01
Gaia DR3 6844519325638029184  |1.577e-02|1.247e+00| 1.733e+01| 1.559e+01|-2.197e+01| 3.361e+01|-8.389e+01|-3.043e+01
Gaia DR3 6451575245539618944  |4.730e-01|7.074e-01| 1.694e+01|-8.961e+00|-1.681e+01| 3.007e+00| 6.145e+00| 2.856e+01
Gaia DR3 4829224295199718784  |4.213e-03|1.554e+00|-3.770e+00|-2.341e+01|-2.710e+01| 1.176e+02|-1.756e+01| 5.031e+01
Gaia DR3 4871223131120838912  |2.108e+00|5.515e-01|-8.803e+00|-1.269e+01|-1.373e+01|-1.719e+01|-1.958e+01| 7.233e+00
Gaia DR3 4088326145831833088  |4.798e+00|4.808e-01| 3.371e+01| 1.178e+01|-6.847e+00| 8.572e+00| 2.462e+01| 5.551e+00
Gaia DR3 1093918828739878528  |2.837e-02|1.131e+00|-9.836e+00| 6.168e+00| 8.107e+00|-3.913e+01| 2.953e+01|-4.319e+01
Gaia DR3 1671341275759472256  |9.035e-02|9.322e-01|-6.919e+00| 1.623e+01| 2.127e+01|-1.880e+01|-7.257e+01|-7.185e+00
Gaia DR3 6161806515182527616  |2.729e-02|1.138e+00| 1.859e+01|-2.062e+01| 1.190e+01| 1.184e+02|-2.845e+01|-2.194e+01
Gaia DR3 4410360392800003712  |2.435e+00|5.383e-01| 1.975e+01| 3.228e+00| 1.590e+01| 1.167e+01|-1.256e+00| 8.271e+00
Gaia DR3 3981077930524474240  |4.094e+00|4.937e-01|-8.331e+00|-7.137e+00| 3.643e+01|-2.889e+01|-7.221e+00| 1.504e+01
Gaia DR3 3339705378973587328  |8.621e-01|6.401e-01|-2.095e+01|-5.457e+00|-4.596e+00| 3.543e+01|-1.200e+01|-1.766e+01
Gaia DR3 5942917733261127296  |9.909e-01|6.254e-01| 3.074e+01|-1.242e+01| 6.291e-01| 3.677e+00|-1.354e+01|-1.828e+01
Gaia DR3 2160951157908163968  |2.974e+00|5.207e-01|-1.789e+00| 3.323e+01| 1.856e+01|-3.243e+01|-7.130e+00| 5.829e+00
Gaia DR3 1199657143995826688  |7.169e+00|4.497e-01| 1.978e+01| 1.200e+01| 2.211e+01|-9.337e+00| 2.083e+00|-1.943e-01
Gaia DR3 1304703041804104320  |1.376e+00|5.921e-01| 1.966e+01| 2.096e+01| 2.496e+01| 3.984e+01| 2.007e+01| 1.006e+01
Gaia DR3 6017705036645936896  |3.486e-01|7.443e-01| 3.538e+01|-1.045e+01| 3.928e+00| 1.582e+01|-5.320e+01|-1.424e+01
Gaia DR3 5640774411782678912  |1.827e-01|8.289e-01|-8.981e+00|-3.379e+01| 4.434e+00| 5.010e+01|-7.931e+00|-4.031e+01
Gaia DR3 6662167868705713664  |4.211e+00|4.914e-01| 1.295e+01|-2.654e+00|-5.102e+00|-9.012e+00|-1.281e+01|-8.144e+00
Gaia DR3 4155146598548456064  |2.328e-01|7.961e-01| 1.643e+01| 6.754e+00|-7.165e-01|-3.585e+01|-5.826e+01|-6.220e-01
Gaia DR3 3234542451894736896  |2.921e+00|5.223e-01|-3.043e+01|-1.067e+01|-1.137e+01|-1.795e+00| 1.233e+01|-9.569e+00
Gaia DR3 1701045647535157888  |4.589e-01|7.110e-01|-9.006e+00| 2.142e+01| 1.896e+01| 4.436e+00|-3.281e+01| 2.454e+01
Gaia DR3 5872255213299204096  |1.924e-01|8.218e-01| 1.971e+01|-2.211e+01| 2.794e+00|-5.779e+01| 2.189e+01|-3.542e+00
Gaia DR3 219057458247921536   |3.710e-04|2.329e+00|-1.709e+01| 5.752e+00|-4.132e+00|-2.995e+01|-1.775e+02| 2.762e+01
Gaia DR3 4487392349239141248  |2.252e+00|5.454e-01| 2.907e+01| 1.814e+01| 1.239e+01| 8.845e+00|-1.287e+00|-1.232e+01
Gaia DR3 705250264413711744   |8.119e+00|4.404e-01|-2.874e+01|-8.113e+00| 2.257e+01|-1.859e+01|-6.841e+00| 9.703e+00
Gaia DR3 1645425614893967744  |2.382e-01|7.931e-01|-4.550e+00| 1.750e+01| 1.767e+01| 7.283e+01|-1.669e+01|-1.710e+01
Gaia DR3 1626972133288099456  |2.161e+00|5.492e-01|-7.459e-01| 1.611e+01| 1.655e+01|-3.433e+01|-5.751e+00| 1.234e+01
Gaia DR3 4621076882817188480  |2.098e+00|5.519e-01| 1.273e+01|-2.688e+01|-1.763e+01|-1.699e+01|-3.035e+00| 1.758e+01
Gaia DR3 4162978488536449536  |1.320e+00|5.962e-01| 3.683e+01| 8.755e+00| 8.252e+00| 4.083e+01| 4.139e+00|-1.429e+01
Gaia DR3 4807816494568583680  |2.215e-01|8.028e-01|-1.020e+01|-2.255e+01|-1.439e+01|-4.956e+01| 5.261e-01|-2.919e+01
Gaia DR3 61716073000740224    |1.121e+00|6.126e-01|-2.275e+01| 6.619e+00|-1.295e+01| 4.692e+01|-6.289e+00|-1.104e+01
Gaia DR3 2425685348530633856  |6.057e-01|6.788e-01|-3.519e+00| 1.127e+01|-3.766e+01|-1.648e+01| 2.367e+01|-4.717e+00
Gaia DR3 600260991453424512   |1.253e+00|6.014e-01|-1.975e+01|-1.383e+01| 1.115e+01|-2.060e+01|-2.704e+01| 7.589e+00
Gaia DR3 3131514462863888768  |3.919e+00|4.973e-01|-2.237e+01|-1.056e+01|-1.652e+00| 9.782e+00| 1.270e+00| 6.504e+00
Gaia DR3 1974877712769494912  |2.354e-01|7.946e-01|-3.017e+00| 3.611e+01|-4.884e+00|-3.951e+01|-1.015e+01|-3.530e+01
Gaia DR3 3408516729352167168  |8.033e-01|6.476e-01|-3.315e+01|-6.023e-01|-8.512e+00|-1.512e+01|-4.653e+01|-8.141e+00
Gaia DR3 3485971555389836160  |1.336e-01|8.733e-01| 1.086e+01|-2.853e+01| 1.987e+01| 7.230e+01|-1.040e+01|-3.871e+01
Gaia DR3 6070544438744207232  |2.341e-01|7.954e-01| 2.587e+01|-2.902e+01| 8.590e+00| 6.727e+00|-3.129e+01| 2.910e+01
Gaia DR3 4879144871880742400  |1.081e+00|6.164e-01|-1.539e+01|-1.820e+01|-1.984e+01|-1.960e+01|-3.796e+01|-1.513e+01
Gaia DR3 5734888827543700864  |1.458e+00|5.864e-01|-1.357e+01|-2.328e+01| 9.087e+00| 9.259e+00| 2.179e+01| 1.609e+01
Gaia DR3 4171536949609819392  |4.739e+00|4.818e-01| 3.514e+01| 1.218e+01| 6.022e+00| 1.143e+01|-1.100e+01|-6.928e-01
Gaia DR3 2492863516123047168  |4.952e-02|1.030e+00|-1.589e+01| 3.529e+00|-2.731e+01|-7.907e+01|-6.885e+01|-1.162e+01
Gaia DR3 4440448734652648064  |7.245e+00|4.489e-01| 2.830e+01| 1.280e+01| 2.183e+01|-1.328e+01|-3.269e+00|-4.166e+00
Gaia DR3 1391679909118786176  |2.880e+00|5.235e-01| 6.619e+00| 1.438e+01| 2.562e+01| 3.296e+01| 9.455e-01|-1.097e+01
Gaia DR3 1276940648080594048  |2.398e+00|5.397e-01| 6.993e+00| 8.116e+00| 1.603e+01| 2.582e+01|-5.407e+00|-2.537e+00
Gaia DR3 3874528072607143296  |5.983e-01|6.802e-01|-1.190e+01|-1.469e+01| 1.846e+01| 3.994e+01| 2.829e+01| 3.215e+00
Gaia DR3 1847354223872439040  |8.328e-01|6.438e-01| 5.681e+00| 2.347e+01|-7.161e+00| 3.200e+01|-2.162e+01| 1.857e+01
Gaia DR3 6644254522186867072  |7.596e+00|4.454e-01| 2.866e+01|-9.237e+00|-1.325e+01|-3.083e+01|-3.048e+00| 3.779e+00
Gaia DR3 4399508144309573376  |1.586e+00|5.782e-01| 2.159e+01| 1.947e+00| 1.541e+01| 2.644e+01| 1.161e+01|-1.528e+01
Gaia DR3 3249929979687226624  |4.673e+00|4.829e-01|-2.431e+01|-5.071e+00|-2.170e+01|-2.648e+01|-6.870e+00|-1.243e+01
Gaia DR3 3411146456224432384  |2.684e-01|7.775e-01|-2.697e+01| 7.353e-01|-7.943e+00|-2.715e+01|-7.119e+00| 3.200e+01
Gaia DR3 3037509590242988928  |1.653e+00|5.743e-01|-2.359e+01|-2.726e+01| 4.982e+00|-1.620e+01| 4.610e-01|-1.868e+01
Gaia DR3 4096449891854565760  |4.610e-01|7.104e-01| 3.881e+01| 9.441e+00|-1.402e+00| 4.197e+01|-3.129e+01| 9.133e+00
Gaia DR3 4637739191262636672  |3.824e+00|4.993e-01| 1.279e+01|-2.309e+01|-2.307e+01|-2.976e+01|-8.416e+00|-4.239e+00
Gaia DR3 6858426571093243776  |9.979e-01|6.246e-01| 2.753e+01| 1.417e+01|-2.108e+01| 3.840e+01| 6.382e+00|-1.131e+01
Gaia DR3 5166527284047995136  |2.116e+00|5.511e-01|-1.331e+01|-2.944e+00|-1.746e+01| 4.564e+01| 1.652e+01|-1.522e+00
Gaia DR3 3689321489301802496  |2.396e-01|7.923e-01| 8.168e+00|-1.076e+01| 2.609e+01| 5.636e+01|-2.143e+01|-2.486e+01
Gaia DR3 2453647681572140032  |1.593e+00|5.778e-01|-8.817e+00| 2.724e+00|-3.253e+01| 3.596e+01| 1.710e+01| 6.243e+00
Gaia DR3 333106054183616000   |5.059e+00|4.766e-01|-1.882e+01| 1.624e+01|-8.858e+00| 7.055e-01| 4.785e+00|-3.716e+00
Gaia DR3 4283420018727986560  |1.447e+00|5.871e-01| 1.889e+01| 1.295e+01| 2.429e+00| 3.155e+01|-1.081e+01| 1.427e+01
Gaia DR3 5400671579423332480  |3.872e+00|4.983e-01| 6.208e+00|-3.353e+01| 1.392e+01| 2.228e+01| 1.123e+01|-2.597e+00
Gaia DR3 6655901408341207552  |7.202e-01|6.595e-01| 2.483e+01|-6.299e+00|-9.354e+00|-4.405e+01| 6.051e+00| 1.111e+01
Gaia DR3 1062935140823485184  |5.726e-01|6.852e-01|-1.292e+01| 6.681e+00| 1.350e+01| 4.951e+01| 1.054e+00|-1.732e+01
Gaia DR3 780370406354833920   |8.314e-01|6.439e-01|-1.460e+01| 8.626e-01| 2.426e+01| 5.246e+01|-8.552e+00| 1.687e+01
Gaia DR3 2143016302194287488  |2.670e+00|5.302e-01| 5.284e-01| 1.899e+01| 6.919e+00|-3.327e+01|-1.005e+01|-8.305e+00
Gaia DR3 4207310419407283456  |1.614e-01|8.462e-01| 2.526e+01| 1.531e+01|-6.331e+00| 8.350e+01|-3.351e+01|-1.550e+01
Gaia DR3 1467576173127694464  |1.172e+00|6.081e-01|-9.000e-01| 3.537e+00| 3.040e+01|-2.705e+01|-4.124e+01| 5.339e+00
Gaia DR3 6576452652326174464  |4.893e-01|7.034e-01| 2.809e+01|-3.013e+00|-2.729e+01|-5.892e+01|-2.139e+01| 4.607e+00
Gaia DR3 330844083886196096   |1.431e+00|5.882e-01|-2.455e+01| 2.220e+01|-1.437e+01| 1.282e+01| 2.700e+01|-7.651e+00
Gaia DR3 3281535097829592320  |2.813e-01|7.714e-01|-3.493e+01|-8.244e+00|-1.697e+01| 3.960e+01| 3.588e+01| 1.286e+01
Gaia DR3 890234402772937472   |1.005e+01|4.251e-01|-2.560e+01|-2.198e+00| 9.059e+00|-1.338e+01|-8.407e+00| 7.497e-01
Gaia DR3 3656209284314369664  |2.348e+00|5.416e-01| 2.171e+01|-3.531e+00| 3.306e+01|-2.134e+01|-4.062e+00| 1.994e+01
Gaia DR3 761979257609537536   |8.292e-02|9.456e-01|-1.368e+01|-1.494e+00| 3.121e+01| 5.104e+01| 3.000e+01| 2.910e+01
Gaia DR3 1753775751304861440  |5.143e+00|4.753e-01| 1.911e+01| 2.693e+01|-9.750e+00| 1.797e+01| 1.780e+01| 2.902e+00
Gaia DR3 873931909508892800   |6.074e-01|6.785e-01|-1.922e+01|-5.150e+00| 8.972e+00| 5.296e+01| 7.342e+00|-1.170e+01
Gaia DR3 941650383986508288   |3.074e-01|7.601e-01|-2.930e+01| 1.110e-01| 5.870e+00|-5.220e+00|-3.084e+00|-3.462e+01
Gaia DR3 784266770622036096   |2.590e-01|7.821e-01|-1.090e+01| 3.379e+00| 2.542e+01| 3.414e+01| 7.312e+00|-3.755e+01
Gaia DR3 3085871437392148992  |3.601e+00|5.044e-01|-1.887e+01|-1.527e+01| 5.124e+00| 1.120e+01| 1.710e-01|-3.810e+00
Gaia DR3 5555321772519758336  |2.746e-01|7.745e-01|-8.823e+00|-3.338e+01|-1.465e+01|-1.241e-01|-1.081e+01| 3.381e+01
Gaia DR3 3099884266410439296  |4.867e-01|7.041e-01|-2.675e+01|-2.102e+01|-4.086e+00|-2.762e+01|-2.766e+01| 2.276e+01
Gaia DR3 1254536999151997696  |1.949e+00|5.587e-01| 9.952e+00| 4.946e+00| 2.843e+01| 2.406e+01|-1.516e+01|-8.315e+00
Gaia DR3 3736063584024889216  |4.027e+00|4.951e-01| 8.373e+00|-7.958e+00| 3.828e+01| 2.268e+01| 1.832e+01| 1.044e+01
Gaia DR3 6225433328936468096  |1.326e+00|5.957e-01| 2.921e+01|-1.433e+01| 1.746e+01| 7.994e+00| 1.221e+01|-1.821e+01
Gaia DR3 1027466506323120128  |2.378e-01|7.933e-01|-2.788e+01| 5.653e+00| 2.176e+01| 2.994e+01|-8.297e+00|-3.509e+01
Gaia DR3 3855524182352238336  |8.038e+00|4.412e-01|-9.139e+00|-1.868e+01| 2.266e+01|-3.436e+00|-1.657e+01| 2.134e-01
Gaia DR3 2620204486085848448  |1.371e-02|1.276e+00| 1.577e+01| 1.984e+01|-2.561e+01|-4.398e-01|-7.180e+01| 5.650e+01
Gaia DR3 3846790727133030272  |2.475e+00|5.369e-01|-1.479e+01|-2.173e+01| 2.272e+01|-2.956e+01| 3.357e+00| 9.070e-01
Gaia DR3 5059643002799575424  |2.802e-01|7.719e-01|-7.175e+00|-6.710e+00|-1.693e+01| 2.651e+01| 1.701e+01|-3.048e+01
Gaia DR3 6157380018807576192  |3.880e+00|4.981e-01| 8.836e+00|-1.548e+01| 9.210e+00| 1.750e+01| 1.384e+01| 6.806e+00
Gaia DR3 1928108370769224704  |5.987e-02|9.983e-01|-3.484e+00| 2.169e+01|-8.099e+00| 9.324e+01|-3.294e+01| 2.130e+01
Gaia DR3 1698214027136363008  |3.305e+00|5.116e-01|-8.830e+00| 2.117e+01| 2.257e+01| 1.736e+01| 2.407e+01| 7.796e+00
Gaia DR3 4555321517636285312  |2.801e+00|5.259e-01| 2.422e+01| 2.311e+01| 1.784e+01|-3.619e+00|-9.965e+00| 1.893e+01
Gaia DR3 1049765396704695936  |1.006e+00|6.238e-01|-2.223e+01| 1.069e+01| 2.516e+01|-5.059e+01|-7.210e+00| 7.834e+00
Gaia DR3 624261092608051200   |3.647e-01|7.387e-01|-1.740e+01|-1.351e+01| 2.996e+01| 1.808e+01| 1.697e+01| 3.134e+01
Gaia DR3 5986271064354048256  |5.176e-01|6.969e-01| 2.673e+01|-1.519e+01| 2.923e+00| 1.480e+01|-3.868e+01| 5.991e+00
Gaia DR3 507706748333125504   |1.640e+00|5.750e-01|-2.659e+01| 2.868e+01| 8.549e-02| 1.137e+01| 9.321e+00|-1.702e+01
Gaia DR3 3154550541435395200  |1.165e+00|6.087e-01|-1.715e+01|-8.721e+00| 2.320e+00| 3.490e+01|-1.778e+01|-4.916e+00
Gaia DR3 325305667722521216   |4.782e+00|4.811e-01|-2.236e+01| 1.650e+01|-1.331e+01| 2.910e+01| 9.043e+00|-6.783e+00
Gaia DR3 3811594122977607680  |8.614e+00|4.361e-01|-4.619e+00|-1.605e+01| 2.415e+01|-2.702e+01|-2.485e+00| 2.255e+00
Gaia DR3 5513998895734764544  |3.873e+00|4.983e-01|-2.934e+00|-3.291e+01|-6.125e+00| 6.225e+00|-4.578e+00|-3.006e+00
Gaia DR3 5786435547565566976  |7.891e-02|9.534e-01| 1.648e+01|-2.237e+01|-7.699e+00| 1.022e+02|-2.249e+01| 1.585e+01
Gaia DR3 4789619057437906048  |1.423e-01|8.642e-01|-8.041e+00|-2.753e+01|-2.496e+01|-4.995e+01| 2.797e+01|-7.580e+00
Gaia DR3 843042092397033472   |2.634e+01|3.620e-01|-1.102e+01| 6.502e+00| 2.044e+01| 2.693e+01| 1.477e+01|-1.430e+00
Gaia DR3 2695552540468718592  |2.137e+00|5.502e-01| 1.410e+01| 2.675e+01|-2.413e+01|-3.252e+01| 4.682e+00|-1.247e+00
Gaia DR3 5892650874769804288  |2.987e+00|5.203e-01| 2.553e+01|-2.381e+01| 2.738e+00| 1.440e+01|-9.085e-01| 2.255e+00
Gaia DR3 3365092380904700544  |6.160e+00|4.612e-01|-1.909e+01|-5.567e+00| 3.674e+00|-1.574e+01|-6.818e+00|-1.093e+01
Gaia DR3 4693913377763738624  |2.501e+00|5.360e-01| 9.848e+00|-2.078e+01|-2.360e+01|-3.690e-01|-1.672e+01|-9.119e+00
Gaia DR3 2125777643503392640  |6.633e-01|6.686e-01| 4.639e+00| 1.716e+01| 3.742e+00| 1.032e+01| 1.970e+01|-3.008e+01
Gaia DR3 4519789321942643072  |3.743e-01|7.355e-01| 5.245e+00| 7.041e+00| 9.346e-01| 4.709e+01| 2.353e+01| 2.187e+01
Gaia DR3 1547685731335063040  |9.318e-01|6.318e-01|-9.827e+00| 1.012e+01| 3.070e+01|-1.621e+01| 1.217e+01|-2.156e+01
Gaia DR3 3894474759723667200  |2.845e-01|7.699e-01| 2.352e+00|-1.347e+01| 3.208e+01|-2.564e+01|-3.182e+01| 2.679e+01
Gaia DR3 5502105963787924480  |3.451e+00|5.080e-01|-5.326e+00|-3.147e+01|-1.254e+01| 1.705e+00|-1.028e+01| 1.145e+01
Gaia DR3 1426873554041125120  |6.275e+00|4.598e-01| 3.645e+00| 2.916e+01| 2.646e+01|-5.672e+00|-1.412e+01|-5.392e-01
Gaia DR3 3924505377215943040  |1.613e+00|5.766e-01|-4.071e+00|-1.134e+01| 3.736e+01|-1.880e+01| 1.578e+01| 5.248e+00
Gaia DR3 6369646545345631616  |8.083e-02|9.496e-01| 2.259e+01|-1.977e+01|-1.964e+01| 3.119e+01| 2.068e+01| 3.594e+01
Gaia DR3 2279052175750230272  |2.368e+00|5.408e-01|-1.328e+01| 3.280e+01| 9.175e+00|-3.273e+01|-1.868e+01|-1.004e+01
Gaia DR3 4467057362719443072  |1.494e-01|8.572e-01| 1.085e+01| 7.417e+00| 1.049e+01| 5.422e+01|-4.272e+01| 1.217e+01
Gaia DR3 70051608089857536    |8.176e+00|4.399e-01|-1.287e+01| 3.466e+00|-5.403e+00|-3.104e+01|-6.146e+00| 7.729e-01
Gaia DR3 6878375147997885312  |2.722e+00|5.284e-01| 2.869e+01| 1.491e+01|-1.281e+01| 1.683e+01|-1.012e+01| 2.619e+00
Gaia DR3 5466468833426746880  |8.437e+00|4.376e-01|-2.972e+00|-2.416e+01| 9.968e+00|-1.897e+01| 1.250e+00|-5.026e-02
Gaia DR3 4302459166417230720  |3.609e+00|5.042e-01| 2.312e+01| 2.432e+01|-2.659e+00|-3.117e+01|-6.756e+00| 1.280e+01
Gaia DR3 6909473906672931968  |6.446e+00|4.577e-01| 2.347e+01| 2.130e+01|-2.008e+01| 6.749e-01| 5.206e-01|-3.725e+00
Gaia DR3 2213415145505277824  |4.645e-01|7.096e-01|-1.165e+01| 2.694e+01| 3.886e+00|-6.157e+01|-3.477e+01|-7.193e+00
Gaia DR3 1203594185898815488  |7.008e-01|6.625e-01| 1.774e+01| 1.056e+01| 2.290e+01| 4.923e+01|-7.624e+00| 1.574e+01
Gaia DR3 5941478335062267392  |2.551e-02|1.151e+00| 2.141e+01|-1.013e+01| 3.088e-01| 3.311e+01|-9.239e+01| 1.648e+01
Gaia DR3 1631420379376431488  |1.242e+00|6.023e-01|-1.596e+00| 2.013e+01| 1.387e+01| 2.620e+01|-1.589e+01| 2.084e+01
